player,player_id,position,team_name,2025 Team,Team,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,rank_player_game_count,rank_attempts,rank_avoided_tackles,rank_breakaway_attempts,rank_breakaway_percent,rank_breakaway_yards,rank_designed_yards,rank_drops,rank_elu_recv_mtf,rank_elu_rush_mtf,rank_elu_yco,rank_elusive_rating,rank_explosive,rank_first_downs,rank_gap_attempts,rank_grades_hands_fumble,rank_grades_offense,rank_grades_offense_penalty,rank_grades_pass,rank_grades_pass_block,rank_grades_pass_route,rank_grades_run,rank_grades_run_block,rank_longest,rank_rec_yards,rank_receptions,rank_routes,rank_run_plays,rank_scramble_yards,rank_scrambles,rank_targets,rank_total_touches,rank_touchdowns,rank_yards,rank_yards_after_contact,rank_yco_attempt,rank_ypa,rank_yprr,rank_zone_attempts,rank_declined_penalties,rank_fumbles,rank_penalties
Ja'Carree Kelly,173611,WR,DELAWARE,Delaware,Delaware,4,1,1,0,0,0,0,-8,1,4,1,1,41.7,0,0,151,1,0,24.1,60,81.5,0,0,59.4,59.5,63.8,-8,0,132,11,86,62,0,0,16,12,0,-8,1,1,-8,1.53,0,312,1052,630,562,562,562,1285,80,68,574,1120,595,812,995,954,1263,1006,215,334,593,519,1029,143,1296,126,151,129,363,246,251,133,633,550,1292,1149,1088,1296,261,899,1,1008,1
Devon Rivers,173506,HB,FRESNO ST,Fresno State,Fresno State,1,1,0,0,0,0,0,6,0,0,0,3,0,0,0,169,0,0,62.5,66.4,69.1,0,0,0,63.5,60,6,0,0,0,0,4,0,0,0,1,0,6,3,3,6,0,1,1113,1052,843,562,562,562,966,264,415,781,972,901,812,995,954,994,700,1024,334,593,934,726,313,954,685,708,927,1152,246,251,742,1159,550,1014,1010,491,331,681,733,1,1,1
Max Shikenjanski,173421,QB,MINNESOTA,Minnesota,Minnesota,1,1,0,0,0,0,0,8,0,0,0,1,0,0,1,225,0,0,65.7,81.4,73.3,79.7,0,0,63,60,8,0,0,0,0,19,0,0,0,1,1,8,1,1,8,0,1,1113,1052,843,562,562,562,917,264,415,781,1120,901,812,721,954,897,105,812,53,593,934,800,313,861,685,708,927,825,246,251,742,1159,284,972,1149,1088,148,681,733,1,1,1
Sam West,173392,TE,MISS STATE,Mississippi State,Mississippi State,5,1,0,1,100,15,0,15,0,0,0,4,0,1,1,227,0,0,62.5,53.1,0,0,73.8,49.6,62.7,58.4,15,2,0,0,20,45,0,0,2,1,0,15,4,4,15,0,0,4,1052,843,299,8,519,785,264,415,781,933,901,545,721,954,994,1226,1269,334,151,849,828,854,553,685,708,524,495,246,251,553,1159,550,850,985,234,32,681,899,1,1,1249
Amare Thomas,173349,WR,HOUSTON,Houston,Houston,4,1,0,0,0,0,0,3,0,2,0,0,0,0,0,182,0,1,69.7,73.1,82.7,0,0,73.1,57.7,67.3,3,0,214,14,112,95,0,0,20,15,0,3,0,0,3,1.91,0,312,1052,843,562,562,562,1067,264,167,781,1180,901,812,995,765,646,353,119,334,593,127,1120,95,1102,73,97,62,175,246,251,94,554,550,1107,1208,1208,936,182,899,1,1,1
Kam Shanks,173347,WR,ARKANSAS,Arkansas,Arkansas,5,1,0,0,0,0,0,4,0,0,0,1,0,0,0,111,0,1,78.4,55.1,76.5,0,0,56.1,57.9,57.6,4,0,25,4,32,8,0,0,6,5,0,4,1,1,4,0.78,0,4,1052,843,562,562,562,1033,264,415,781,1120,901,812,995,765,191,1191,615,334,593,688,1113,917,1060,447,371,415,1045,246,251,339,895,550,1072,1149,1088,761,476,899,1,1,1
Cataurus Hicks,174705,WR,PITTSBURGH,Pittsburgh,Pittsburgh,4,1,0,0,0,0,0,-2,0,3,0,3,75,0,0,268,0,0,70.4,68.3,19.4,0,0,70.6,59.6,45.1,-2,2,197,11,103,55,0,0,15,12,0,-2,3,3,-2,1.91,0,312,1052,843,562,562,562,1228,264,109,781,972,359,812,995,954,617,600,1242,334,593,170,1009,1147,1266,81,151,84,413,246,251,145,633,550,1247,1010,491,1263,182,899,1,1,1249
Xavier Irvin,173272,WR,TEMPLE,Temple,Temple,4,1,0,0,0,0,0,1,0,1,0,2,33.3,0,0,306,0,1,67.4,73.4,78.9,0,0,74.1,57.7,62.9,1,0,85,5,26,34,0,0,5,6,0,1,2,2,1,3.27,0,312,1052,843,562,562,562,1117,264,257,781,1038,674,812,995,765,813,340,432,334,593,120,1120,158,1175,197,310,458,616,246,251,381,855,550,1157,1070,850,1143,55,899,1,1,1
Khalifa Keith,174730,HB,APP STATE,Appalachian State,Appalachian State,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,108,0,1,62.5,54.1,67.4,0,0,56.8,57.3,0,3,0,0,0,3,1,0,0,0,1,0,3,0,0,3,0,0,939,1052,843,562,562,562,1067,264,415,781,1180,901,812,995,765,994,1207,1081,334,593,640,1166,1181,1102,685,708,784,1253,246,251,742,1159,550,1107,1208,1208,936,681,899,1,1,1
Isaiah Spencer,172908,WR,VA TECH,Virginia Tech,Virginia Tech,5,1,0,0,0,0,0,3,0,0,0,2,0,0,0,337,0,0,71.6,59.5,81.1,0,0,59.1,0,60.9,3,0,103,8,104,70,0,0,10,9,0,3,2,2,3,0.99,0,4,1052,843,562,562,562,1067,264,415,781,1038,901,812,995,954,537,1044,251,334,593,531,1295,209,1102,170,206,83,307,246,251,226,726,550,1107,1070,850,936,416,899,1,1,1
Martel Hight,172615,CB,VANDERBILT,Vanderbilt,Vanderbilt,5,1,0,0,0,0,0,2,1,1,0,5,62.5,0,0,333,0,1,77.8,61.6,0,0,0,63.5,57.7,61.9,2,1,64,7,46,31,0,0,11,8,0,2,5,5,2,1.39,0,4,1052,843,562,562,562,1085,80,257,781,896,422,812,995,765,220,939,1269,334,593,349,1120,177,1129,246,234,312,658,246,251,203,761,550,1124,944,133,1071,294,899,1,1,1081
Cole Hagen,175023,QB,BYU,BYU,BYU,1,1,0,1,100,17,0,17,0,0,0,7,0,1,1,128,0,0,62.5,57.7,0,0,0,0,63.4,60,17,1,0,0,0,4,0,0,0,1,0,17,7,7,17,0,1,1113,1052,843,299,8,464,764,264,415,781,833,901,545,721,954,994,1111,1269,334,593,934,735,313,489,685,708,927,1152,246,251,742,1159,550,828,887,55,27,681,733,1,1,1081
Luke Hutchison,175242,WR,NAVY,Navy,Navy,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,237,0,0,65,72.2,80.6,0,0,73.3,0,60.8,2,1,104,4,23,70,2,1,6,4,1,2,0,0,2,4.52,0,312,1052,843,562,562,562,1152,80,415,781,1180,901,812,721,954,948,390,295,334,593,126,1295,211,1129,168,371,491,307,229,192,339,956,284,1124,1208,1208,1071,21,899,1,1,1081
Reed Harris,175339,WR,BOSTON COL,Boston College,Boston College,4,1,0,0,0,0,0,-4,0,1,0,1,6.3,0,0,121,0,1,69.9,71.3,83.9,0,67.3,69.8,59.7,75.3,-4,1,250,15,154,60,0,0,22,16,0,-4,1,1,-4,1.62,0,312,1052,843,562,562,562,1258,264,257,781,1120,888,812,995,765,636,427,37,334,275,179,1002,33,1287,49,80,12,377,246,251,72,516,550,1273,1149,1088,1285,248,899,1,1,1081
Kadyn Proctor,172392,T,ALABAMA,Alabama,Alabama,4,1,1,0,0,0,0,11,0,0,1,9,900,1,1,103,0,0,0,75.3,61.9,0,64.3,67.3,0,75.8,11,1,0,0,1,100,0,0,0,1,0,11,9,9,11,0,0,312,1052,630,562,562,562,852,264,415,574,775,12,545,721,954,1304,284,1160,334,292,240,1295,29,725,685,708,843,154,246,251,742,1159,550,915,836,29,59,681,899,1,1,1081
Yamir Knight,172250,WR,SMU,SMU,SMU,4,1,0,0,0,0,0,2,1,2,0,2,28.6,0,0,287,0,1,76.8,64.1,81.6,0,0,65.1,59.6,48.8,2,0,134,13,83,46,0,0,22,14,0,2,2,2,2,1.61,0,312,1052,843,562,562,562,1085,80,167,781,1038,719,812,995,765,266,835,203,334,593,297,1009,1108,1129,121,110,137,486,246,251,72,578,550,1124,1070,850,1071,250,899,1,1,1
Kyle McNeal,175559,WR,FIU,Florida International,Florida International,4,1,1,1,100,20,0,20,1,0,1,7,87.5,1,1,166,0,0,67.8,61,80.7,0,0,58.5,63,73.1,20,0,66,7,79,52,0,0,13,8,0,20,7,7,20,0.84,0,312,1052,630,299,8,416,730,80,415,574,833,313,545,721,954,778,962,285,334,593,556,800,47,419,239,234,147,431,246,251,170,761,550,795,887,55,20,456,899,1,1,1
Leo Kemp,175757,FB,BOWL GREEN,Bowling Green,Bowling Green,5,1,0,0,0,0,0,1,0,0,0,2,0,0,0,122,0,0,62.5,59.3,77,0,69.6,56.7,58.1,62,1,0,0,0,2,41,0,0,0,1,0,1,2,2,1,0,0,4,1052,843,562,562,562,1117,264,415,781,1038,901,812,995,954,994,1053,581,334,242,646,1104,173,1175,685,708,812,532,246,251,742,1159,550,1157,1070,850,1143,681,899,1,1,1
Isaiah Hardge,171894,WR,COLORADO,Colorado,Colorado,4,1,0,0,0,0,0,0,0,1,0,1,16.7,0,0,143,0,0,67,54.2,0,0,0,57.1,57.5,57.9,0,1,37,5,37,22,0,0,5,6,0,0,1,1,0,1,0,312,1052,843,562,562,562,1152,264,257,781,1120,818,812,995,954,847,1205,1269,334,593,626,1146,897,1207,368,310,362,775,246,251,381,855,550,1192,1149,1088,1192,401,899,1,1,1081
Danny Vuckovic,171336,P,N ILLINOIS,Northern Illinois,Northern Illinois,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,9.8,45.4,75.6,0,0,0,56.9,60,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,761,1052,843,562,562,562,1152,264,415,781,1180,901,812,995,954,1298,1280,661,334,593,934,1189,313,1207,685,708,927,1186,246,251,742,1159,550,1192,1208,1208,1192,681,899,1,1,1
Lynel Billups-Williams,171271,WR,MIAMI OH,Miami (OH),Miami (OH),4,1,0,0,0,0,0,4,0,1,0,1,25,0,0,221,0,1,72.2,56.8,78.7,0,0,55.4,59.6,73.5,4,0,26,3,39,23,0,0,4,4,0,4,1,1,4,0.67,0,312,1052,843,562,562,562,1033,264,257,781,1120,750,812,995,765,503,1143,454,334,593,714,1009,45,1060,434,435,352,764,246,251,428,956,550,1072,1149,1088,761,506,899,1,1,1
Germanuel Tanelus,171243,HB,C MICHIGAN,Central Michigan,Central Michigan,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,134,0,0,62.5,55.2,62.7,0,0,0,57,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,1,1113,1052,843,562,562,562,1085,264,415,781,1180,901,812,721,954,994,1189,1150,334,593,934,1184,1181,1129,685,708,927,1253,246,251,742,1159,550,1124,1208,1208,1071,681,733,1,1,1
Nyck Harbor,175923,WR,S CAROLINA,South Carolina,South Carolina,5,1,0,0,0,0,0,12,2,1,0,2,16.7,1,1,289,0,0,70.5,64.8,30.8,0,63.8,63.5,63.2,72.7,12,1,220,11,109,79,0,0,19,12,0,12,2,2,12,2.02,0,4,1052,843,562,562,562,831,18,257,781,1038,818,545,721,954,603,791,1222,334,301,349,755,50,674,65,151,69,249,246,251,102,633,550,893,1070,850,49,167,899,1,1,1081
Tyshawn Russell,175926,WR,SYRACUSE,Syracuse,Syracuse,3,1,0,0,0,0,0,5,2,1,0,3,30,0,0,304,0,0,69.4,59.3,78,0,0,60.1,57.5,57.2,5,0,83,9,50,16,0,0,13,10,0,5,3,3,5,1.66,0,761,1052,843,562,562,562,1001,18,257,781,972,702,812,995,954,685,1053,502,334,593,450,1146,933,1004,201,191,282,869,246,251,170,688,550,1047,1010,491,530,238,899,1,1,1
Ethan Lane,171235,QB,C MICHIGAN,Central Michigan,Central Michigan,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,134,0,0,64.8,52.4,71.4,49.5,0,0,60,60,-1,0,0,0,0,12,0,0,0,1,0,-1,0,0,-1,0,0,1113,1052,843,562,562,562,1200,264,415,781,1180,901,812,995,954,951,1235,911,299,593,934,960,313,1240,685,708,927,949,246,251,742,1159,550,1222,1208,1208,1232,681,899,1,1,1
Tyler Chandler,176026,HB,SYRACUSE,Syracuse,Syracuse,1,1,0,0,0,0,0,5,0,0,0,2,0,0,0,304,0,1,62.5,65.9,62.7,0,0,0,62.5,0,5,0,0,0,0,1,0,0,0,1,0,5,2,2,5,0,0,1113,1052,843,562,562,562,1001,264,415,781,1038,901,812,995,765,994,729,1150,334,593,934,839,1181,1004,685,708,927,1253,246,251,742,1159,550,1047,1070,850,530,681,899,1,1,1
Max Runyon,176028,FB,SYRACUSE,Syracuse,Syracuse,2,1,1,0,0,0,0,3,0,0,1,3,300,0,1,304,0,0,62.5,65.1,66.4,0,0,0,62.5,60,3,0,0,0,0,3,0,0,0,1,0,3,3,3,3,0,1,939,1052,630,562,562,562,1067,264,415,574,972,48,812,721,954,994,776,1105,334,593,934,839,313,1102,685,708,927,1186,246,251,742,1159,550,1107,1010,491,936,681,733,1,1,1
Darrell Gill Jr.,176036,WR,SYRACUSE,Syracuse,Syracuse,5,1,0,0,0,0,0,1,2,2,0,1,11.8,0,0,304,0,0,70.3,68.3,85,0,0,68.4,57.5,61,1,0,329,16,204,98,0,0,27,17,0,1,1,1,1,1.61,0,4,1052,843,562,562,562,1117,18,167,781,1120,863,812,995,954,622,600,8,334,593,211,1146,205,1175,15,66,2,162,246,251,51,499,550,1157,1149,1088,1143,250,899,1,1,1
Mekhi Jenkins,171234,HB,C MICHIGAN,Central Michigan,Central Michigan,1,1,0,0,0,0,0,7,0,0,0,3,0,0,0,134,0,1,62.5,66.1,62.7,0,0,0,63.7,0,7,0,0,0,0,1,0,0,0,1,0,7,3,3,7,0,0,1113,1052,843,562,562,562,940,264,415,781,972,901,812,995,765,994,720,1150,334,593,934,709,1181,907,685,708,927,1253,246,251,742,1159,550,990,1010,491,218,681,899,1,1,1
Jake DeHaan,176093,QB,TOLEDO,Toledo,Toledo,1,1,1,0,0,0,0,13,0,0,1,9,900,1,1,316,0,0,62.5,68.7,66.6,0,0,0,63.5,60,13,0,0,0,0,3,0,0,0,1,0,13,9,9,13,0,1,1113,1052,630,562,562,562,815,264,415,574,775,12,545,721,954,994,582,1098,334,593,934,726,313,626,685,708,927,1186,246,251,742,1159,550,875,836,29,44,681,733,1,1,1
Ryan Niblett,176181,WR,TEXAS,Texas,Texas,3,1,0,0,0,0,0,6,0,0,0,4,0,0,0,311,0,1,80.2,60.2,76,0,0,66.1,63.1,31,6,0,43,2,18,19,0,0,2,3,0,6,4,4,6,2.39,0,761,1052,843,562,562,562,966,264,415,781,933,901,812,995,765,111,996,642,334,593,265,788,1180,954,338,502,551,825,246,251,553,1009,550,1014,985,234,331,113,899,1,1,1
Gunnar Gray,171202,QB,BUFFALO,Buffalo,Buffalo,3,1,0,0,0,0,0,-6,0,0,0,0,0,0,0,126,0,0,69.7,50.2,79,46,0,0,60,60.1,-6,0,0,0,0,68,0,0,0,1,0,-6,0,0,-6,0,0,761,1052,843,562,562,562,1278,264,415,781,1180,901,812,995,954,646,1257,422,307,593,934,960,273,1293,685,708,927,319,246,251,742,1159,550,1288,1208,1208,1291,681,899,1,1,1
Randy Pittman Jr.,176195,TE,FLORIDA ST,Florida State,Florida State,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,167,0,0,66.7,69.8,84.2,71.7,68.8,63.9,62.9,65.5,2,0,34,4,35,85,0,0,5,5,1,2,0,0,2,0.97,1,939,1052,843,562,562,562,1085,264,415,781,1180,901,812,721,954,866,521,24,122,244,338,817,122,1129,385,371,384,211,246,251,381,895,284,1124,1208,1208,1071,420,733,1,1,1
Tucker McDonald,171056,QB,UCONN,Connecticut,Connecticut,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,146,0,0,64.8,80,68.6,79.9,0,0,60,60,-1,0,0,0,0,3,0,0,0,1,0,-1,0,0,-1,0,0,939,1052,843,562,562,562,1200,264,415,781,1180,901,812,995,954,951,126,1040,52,593,934,960,313,1240,685,708,927,1186,246,251,742,1159,550,1222,1208,1208,1232,681,899,1,1,1
Johnny Brookhart,176228,QB,AKRON,Akron,Akron,1,1,0,0,0,0,0,-4,0,0,0,0,0,0,0,102,0,0,62.5,60,63.6,0,0,0,60,0,-4,0,0,0,0,1,0,0,0,1,0,-4,0,0,-4,0,0,1113,1052,843,562,562,562,1258,264,415,781,1180,901,812,995,954,994,1006,1135,334,593,934,960,1181,1287,685,708,927,1253,246,251,742,1159,550,1273,1208,1208,1285,681,899,1,1,1
Samari Howard,170984,FB,ARMY,Army,Army,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,114,0,0,66.9,61.2,35.3,0,62.6,68.1,57.3,58.4,0,1,63,7,48,169,0,1,10,7,0,0,0,0,0,1.31,0,312,1052,843,562,562,562,1152,80,415,781,1180,901,812,995,954,856,957,1212,334,309,219,1166,854,1207,250,234,295,12,246,192,226,802,550,1192,1208,1208,1192,313,899,1,1,1081
David Wells Jr.,176410,WR,OREGON ST,Oregon State,Oregon State,5,1,0,0,0,0,0,-4,0,1,0,1,6.3,0,0,265,0,0,73,60.1,84.3,0,0,60.4,57.6,56.6,-4,0,182,15,150,113,0,0,29,16,0,-4,1,1,-4,1.21,0,4,1052,843,562,562,562,1258,264,257,781,1120,888,812,995,954,466,1003,19,334,593,440,1134,958,1287,90,80,13,110,246,251,39,516,550,1273,1149,1088,1285,339,899,1,1,1
AJ Winsor,176412,P,OREGON ST,Oregon State,Oregon State,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,65.5,62.1,69.3,0,0,0,60.1,60,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1113,1052,843,562,562,562,1152,264,415,781,1180,901,812,995,954,903,917,1015,334,593,934,957,313,1207,685,708,927,1186,246,251,742,1159,550,1192,1208,1208,1192,681,899,1,1,1
David Clerk,170967,FB,ARMY,Army,Army,3,1,0,0,0,0,0,5,0,0,0,1,0,0,0,114,0,0,62.5,58.3,72.3,0,0,59.6,60,66.3,5,0,0,0,1,15,0,0,0,1,0,5,1,1,5,0,0,761,1052,843,562,562,562,1001,264,415,781,1120,901,812,995,954,994,1088,877,334,593,508,960,113,1004,685,708,843,894,246,251,742,1159,550,1047,1149,1088,530,681,899,1,1,1
Lloyd Benson III,170958,WR,ARMY,Army,Army,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,114,0,0,73.1,54.6,73.3,0,0,59.7,57.3,56.5,2,0,0,0,1,18,0,0,0,1,0,2,1,1,2,0,1,761,1052,843,562,562,562,1085,264,415,781,1120,901,812,995,954,455,1199,812,334,593,501,1166,967,1129,685,708,843,842,246,251,742,1159,550,1124,1149,1088,1071,681,733,1,1,1
Dean-Taylor Chapman,176552,HB,CAL,California,California,1,1,0,0,0,0,0,5,0,0,0,2,0,0,0,130,0,0,62.5,59.5,64.5,0,70.8,0,59.6,0,5,0,0,0,0,1,0,0,0,1,0,5,2,2,5,0,1,1113,1052,843,562,562,562,1001,264,415,781,1038,901,812,995,954,994,1044,1126,334,208,934,1009,1181,1004,685,708,927,1253,246,251,742,1159,550,1047,1070,850,530,681,733,1,1,1
Kade Eldridge,176636,TE,WASHINGTON,Washington,Washington,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,340,0,0,62.5,65.5,78.1,0,65.9,50.6,62.4,66.6,1,0,0,0,9,31,0,0,1,1,1,1,0,0,1,0,0,312,1052,843,562,562,562,1117,264,415,781,1180,901,812,721,954,994,750,494,334,285,836,844,106,1175,685,708,646,658,246,251,613,1159,284,1157,1208,1208,1143,681,899,1,1,1
Cam Vaughn,170441,WR,W VIRGINIA,West Virginia,West Virginia,5,1,0,0,0,0,0,0,0,6,0,1,33.3,0,0,343,1,1,25.5,65.2,45.1,0,0,65.8,57.9,63.8,0,1,268,17,136,140,0,0,27,18,0,0,1,1,0,1.97,0,4,1052,843,562,562,562,1152,264,25,781,1120,674,812,995,765,1257,768,1193,334,593,273,1113,143,1207,41,56,25,42,246,251,51,475,550,1192,1149,1088,1192,172,899,1,1008,1081
Shane Payton Hodges,170431,ED,JVILLE ST,Jacksonville State,Jacksonville State,1,1,1,1,100,25,0,25,0,0,1,18,1800,1,1,196,0,1,64.8,64,60,0,0,0,62.3,0,25,0,0,0,0,1,0,0,0,1,0,25,18,18,25,0,0,1113,1052,630,299,8,370,690,264,415,574,639,4,545,721,765,951,841,1166,334,593,934,854,1181,312,685,708,927,1253,246,251,742,1159,550,748,698,8,11,681,899,1,1,1
Jarod Bowie,170410,WR,W VIRGINIA,West Virginia,West Virginia,3,1,0,1,100,68,0,68,0,0,0,5,0,1,1,343,0,0,68.2,65.6,76,0,0,56.1,69.4,59.4,68,0,4,1,7,26,0,0,1,2,0,68,5,5,68,0.57,0,761,1052,843,299,8,194,452,264,415,781,896,901,545,721,954,756,745,642,334,593,688,416,757,42,638,580,684,714,246,251,613,1081,550,505,944,133,1,544,899,1,1,1
Zhaiel Smith,205216,WR,NEW MEXICO,New Mexico,New Mexico,4,1,0,0,0,0,0,-2,1,0,0,5,0,0,0,241,0,0,67,53.4,82.4,0,0,52.8,59.5,58.9,-2,0,41,5,84,80,0,0,11,6,0,-2,5,5,-2,0.49,0,312,1052,843,562,562,562,1228,80,415,781,896,901,812,995,954,847,1222,135,334,593,810,1029,817,1266,351,310,134,239,246,251,203,855,550,1247,944,133,1263,571,899,1,1,1
Brandon Inniss,170255,WR,OHIO STATE,Ohio State,Ohio State,4,1,0,0,0,0,0,8,0,2,0,2,44.4,0,1,260,0,0,41.2,62.5,78.9,0,0,64.1,62.9,42.4,8,0,71,8,55,35,0,0,9,9,0,8,2,2,8,1.29,1,312,1052,843,562,562,562,917,264,167,781,1038,567,812,721,954,1194,901,432,334,593,329,817,1158,861,230,206,251,597,246,251,248,726,550,972,1070,850,148,318,733,1,1,1
Ezekiel Avit,170183,WR,FRESNO ST,Fresno State,Fresno State,5,1,0,0,0,0,0,10,2,1,0,16,84.2,1,1,169,1,0,27.6,62.9,25.1,0,0,64,63.2,51.7,10,1,156,18,102,80,0,0,22,19,0,10,16,16,10,1.53,0,4,1052,843,562,562,562,878,18,257,781,671,324,545,721,954,1242,883,1232,334,593,334,755,1084,770,109,49,87,239,246,251,72,460,550,937,729,11,77,261,899,1,1008,1081
Caleb Williams,170126,HB,PITTSBURGH,Pittsburgh,Pittsburgh,1,1,0,0,0,0,0,4,0,0,0,2,0,0,1,268,0,1,65.3,66.9,69.3,0,72.7,64.6,63.5,0,4,0,-1,2,5,1,0,0,2,3,0,4,2,2,4,-0.2,0,1113,1052,843,562,562,562,1033,264,415,781,1038,901,812,721,765,939,677,1015,334,169,315,726,1181,1060,1291,502,728,1253,246,251,553,1009,550,1072,1070,850,761,1294,899,1,1,1
Marvin Sims,182956,WR,W KENTUCKY,Western Kentucky,Western Kentucky,2,1,0,0,0,0,0,14,0,1,0,2,66.7,1,1,346,0,1,65.3,77.9,72.8,0,0,74.2,63.4,61.2,14,0,19,2,7,9,0,0,4,3,0,14,2,2,14,2.71,0,939,1052,843,562,562,562,799,264,257,781,1038,396,545,721,765,939,192,842,334,593,119,735,199,592,481,502,684,1021,246,251,428,1009,550,861,1070,850,39,88,899,1,1,1
Bryant Wesco Jr.,183206,WR,CLEMSON,Clemson,Clemson,4,1,0,0,0,0,0,4,4,3,0,2,24,0,0,140,0,1,75.7,74.8,82.1,0,0,75,57.3,61.1,4,0,389,24,142,78,0,0,32,25,0,4,2,2,4,2.74,0,312,1052,843,562,562,562,1033,2,109,781,1038,759,812,995,765,327,293,168,334,593,107,1166,202,1060,7,14,20,255,246,251,25,338,550,1072,1070,850,761,85,899,1,1,1
Dylan Joyce,170087,P,MIAMI FL,Miami (FL),Miami (FL),1,1,1,0,0,0,0,-8,0,0,1,4,400,0,0,220,0,0,62.5,60,60,0,0,0,60,0,-8,0,0,0,0,1,0,0,0,1,0,-8,4,4,-8,0,0,1113,1052,630,562,562,562,1285,264,415,574,933,34,812,995,954,994,1006,1166,334,593,934,960,1181,1296,685,708,927,1253,246,251,742,1159,550,1292,985,234,1296,681,899,1,1,1
Peter Woods,170034,DI,CLEMSON,Clemson,Clemson,1,1,1,0,0,0,0,2,0,0,1,3,300,0,1,140,0,0,62.5,66.5,63.6,0,0,0,62.4,0,2,0,0,0,0,1,0,0,0,1,0,2,3,3,2,0,0,1113,1052,630,562,562,562,1085,264,415,574,972,48,812,721,954,994,695,1135,334,593,934,844,1181,1129,685,708,927,1253,246,251,742,1159,550,1124,1010,491,1071,681,899,1,1,1
Christopher Vizzina,170032,QB,CLEMSON,Clemson,Clemson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1,62.5,57.3,63.6,0,0,0,58.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1113,1052,843,562,562,562,1152,264,415,781,1180,901,812,995,765,994,1129,1135,334,593,934,1072,1181,1207,685,708,927,1253,246,251,742,1159,550,1192,1208,1208,1192,681,899,1,1,1
Au'Tori Newkirk,205242,QB,N CAROLINA,North Carolina,North Carolina,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,245,0,0,63.7,26.5,65.5,26.8,0,0,60,0,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0,1113,1052,843,562,562,562,1200,264,415,781,1180,901,812,995,954,977,1302,1115,329,593,934,960,1181,1240,685,708,927,1253,246,251,742,1159,550,1222,1208,1208,1232,681,899,1,1,1
Trever Jackson,183303,QB,ARKANSAS,Arkansas,Arkansas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,0,60.3,59.5,66.6,61,0,0,60,60,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1113,1052,843,562,562,562,1152,264,415,781,1180,901,812,995,954,1090,1044,1098,203,593,934,960,313,1207,685,708,927,1221,246,251,742,1159,550,1192,1208,1208,1192,681,733,1,1008,1
Jojo Stone,183321,WR,FIU,Florida International,Florida International,4,1,0,0,0,0,0,7,0,0,0,2,0,0,0,166,0,0,65.3,56.5,77.4,0,0,57.3,57.5,61.3,7,0,32,2,30,19,0,0,6,3,0,7,2,2,7,1.07,0,312,1052,843,562,562,562,940,264,415,781,1038,901,812,995,954,939,1154,545,334,593,615,1146,195,907,398,502,430,825,246,251,339,1009,550,990,1070,850,218,385,899,1,1,1
Jordan Shipp,183338,WR,N CAROLINA,North Carolina,North Carolina,4,1,0,0,0,0,0,1,1,2,0,3,42.9,0,0,245,0,1,69.5,69.7,81.3,0,0,70.7,57.5,57.8,1,0,193,13,102,66,0,0,17,14,0,1,3,3,1,1.89,0,312,1052,843,562,562,562,1117,80,167,781,972,585,812,995,765,681,527,234,334,593,168,1146,904,1175,85,110,87,331,246,251,124,578,550,1157,1010,491,1143,188,899,1,1,1
Caile Hogan,183458,P,UTSA,UTSA,UTSA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,62.5,60,70.3,0,0,0,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1113,1052,843,562,562,562,1152,264,415,781,1180,901,812,995,954,994,1006,971,334,593,934,960,1181,1207,685,708,927,1253,246,251,742,1159,550,1192,1208,1208,1192,681,899,1,1,1
