player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Team,teamid,2025 Team,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Logan George,178270,ED,OHIO STATE,3,0,0,0,0,0,260,0,0,60,59.6,74.3,63.6,57,75.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,0,5,13,1,0,0,7,11,0,2,3,0,0,1,0,0,0,0,Ohio State,260,Ohio State,3247,3291,425,428,341,32,2326,3334,2801,1355,3671,1205,1190,1587,66,505,2413,1002,1154,16,3165,1473,3176,3810,1787,890,1123,1204,1184,1376,3417,2250,3654,2490,2445,2761,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
AJ Sargent,178468,DI,SM HOUSTON,6,0,0,0,0,0,281,0,0,0,54.7,77.5,59.6,52.5,72.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,25,14,0,14,0,0,24,29,0,2,2,0,0,2,0,0,0,0,Sam Houston State,281,Sam Houston State,199,3291,425,428,341,32,3918,3929,2150,2090,4055,1721,1190,1135,66,505,2413,1002,1154,16,3165,1473,3462,3046,1316,276,866,3016,535,1376,3417,1494,2865,2490,2445,3090,1707,2628,1480,1,1,1,1,1,1,1,1,29,17,29
Jeffson Lafontant,178571,DI,UCF,3,1,0,0,0,0,323,0,0,60,56.2,74.3,55.9,56.9,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,4,22,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,UCF,323,UCF,3247,2423,425,428,341,32,2326,3784,2801,3037,3689,1970,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,3594,1626,616,760,3016,1394,1376,3417,1870,3533,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Robert Edmonson,178639,LB,COLO STATE,6,6,0,66.7,0,0,144,0,0,58.8,70.7,85.3,60,79.7,89.2,0,2,0,1,24,0,0,0,0,56.9,4,1,0,137,3,68,200,48,0,0,48,0,0,152,36,96,12,15,20,2,6,3,0,56,13,14,Colorado State,144,Colorado State,199,539,425,428,341,32,2864,1128,132,1854,310,24,1190,1135,66,109,985,1002,433,16,384,884,1233,1326,1352,890,1455,645,1394,1376,1102,1226,1186,1169,178,481,294,1327,1189,2977,1,1,1,1,2424,3068,1,3364,2891,3926
Sefa Saipaia Jr.,178812,LB,W MICHIGAN,7,15,0,81.3,0,0,347,1,0,57.6,72.1,80.5,64.1,83.5,71.9,1,4,0,0,24,10.9,5,0,0,99,13,2,0,288,0,153,329,6,0,0,6,0,1,323,30,146,34,18,26,2,16,7,0,124,94,9.5,Western Michigan,347,Western Michigan,1,31,425,428,23,32,2990,916,1361,1274,142,1735,489,625,66,505,985,1002,188,16,62,1473,435,284,2416,890,1455,1627,1394,1112,247,1347,303,573,98,221,294,465,512,3704,1,2386,3975,1,3514,4225,1,4083,4374,3130
Lento Smith Jr.,178819,S,TULSA,6,11,0,69.6,0,1,320,0,0,60.9,65.8,85.1,0,74.9,60.8,0,1,0,0,47,17.3,9,2,0,126.4,16,0,0,178,1,219,406,0,0,0,0,0,182,406,0,187,45,10,32,2,23,1,2,206,63,12.9,Tulsa,320,Tulsa,199,113,425,64,341,32,2116,2064,153,3662,747,2581,1190,1587,66,505,261,179,1154,16,261,1128,46,36,3532,890,1455,3016,1394,49,22,3637,60,430,521,93,294,166,1908,3222,1,3190,4456,1,4253,4395,4324,4429,4098,3772
Kenyatta McNeese,179033,S,LA TECH,6,0,0,100,0,0,208,0,0,58.6,56.7,75.5,0,57,76.2,0,0,0,0,35,0,0,0,0,118.8,2,0,0,8,0,26,36,0,0,0,0,0,23,36,0,10,5,0,1,0,2,0,0,47,19,23.5,Louisiana Tech,208,Louisiana Tech,199,3291,425,428,341,32,2887,3729,2594,3662,3671,1041,1190,2336,66,505,559,1002,1154,16,2046,1473,1809,3356,3532,890,1455,3016,1394,519,1949,3637,3722,1626,3617,3496,1707,1902,2602,3917,1,1,1,1,4013,2567,1,3216,3140,4434
Sedrick Smith,179071,DI,MARYLAND,6,1,0,0,0,0,215,0,0,60,63,77.2,61,61.9,70.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,8,35,0,1,0,0,28,16,0,0,1,0,0,1,0,0,0,0,Maryland,215,Maryland,199,2423,425,428,341,32,2326,2677,2214,1706,2752,1905,1190,1587,66,505,2413,1002,1154,16,3165,1473,3462,3202,1399,500,632,3016,1184,1376,3417,1388,3386,2490,3617,3496,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Darien Jackson,179179,DI,SM HOUSTON,5,1,1,0,0,0,281,0,0,0,71,0,67,75.8,45,0,3,0,0,0,25,2,0,2,0,0,1,0,0,0,0,128,128,91,37,0,0,0,0,58,70,0,6,5,1,0,4,0,0,0,0,Sam Houston State,281,Sam Houston State,2191,2423,66,428,341,32,3918,1083,4253,889,641,3509,1190,854,66,505,2413,1002,433,16,3165,1473,3462,2101,800,55,621,3016,1394,1376,3417,893,1750,2490,1185,2272,700,2628,965,1,1,3759,2682,4109,1,1,1,29,17,29
Cannon McClain,179447,S,SO MISS,1,0,0,0,0,0,296,0,0,60.8,60.8,66.7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,Southern Miss,296,Southern Miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Edwards,179622,S,MARYLAND,4,0,0,60,0,0,215,0,0,69.3,68.6,79,0,63.1,59.9,0,0,0,0,12,16.7,1,0,0,77.1,3,0,0,21,0,68,102,0,0,0,0,0,57,102,0,34,24,1,5,0,5,0,0,30,16,10,Maryland,215,Maryland,2805,3291,425,428,341,32,741,1491,1759,3662,2544,2621,1190,2336,66,505,1844,1002,1154,16,1438,1473,1233,2387,3532,890,1455,3016,1394,358,1396,3637,2712,760,2947,2272,1707,1436,2602,2751,1,3015,1727,1,2750,2868,1,2934,3016,3225
DJ Barnes,180133,S,KENT STATE,6,5,0,61.5,0,1,201,0,0,60.8,55,84.3,53.8,41.3,38.5,0,0,0,0,21,30,9,0,0,79,8,0,0,62,0,127,240,3,0,0,3,0,39,237,8,105,136,6,16,1,13,0,0,80,30,10,Kent State,201,Kent State,199,738,425,64,341,32,2140,3898,286,3385,4446,3714,1190,2336,66,505,1156,1002,1154,16,828,1473,689,954,2771,890,1455,2016,1394,423,702,2147,1006,81,1185,742,700,675,2602,2829,1,4065,4456,1,2791,3714,1,3680,3462,3225
DJ Jackson Jr.,180417,ED,TROY,6,3,1,0,0,0,318,0,0,60.7,63.4,31.1,56.6,68.6,59.5,2,4,0,0,0,9.1,1,0,1,0,0,0,0,0,0,1,138,138,0,2,109,27,0,0,55,82,0,5,7,2,0,6,0,0,0,0,Troy,318,Troy,199,1362,66,428,341,32,2170,2586,3897,2898,1596,2649,226,625,66,505,2413,1002,1154,16,3165,1473,3176,1984,738,890,1272,360,325,1376,3417,930,1484,2490,1426,1823,294,2628,637,1,1,2144,1727,3245,1,1,1,29,17,29
Jordan Chestnut,180504,CB,MIDDLE TN,1,0,0,0,0,0,224,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Middle Tennessee,224,Middle Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Bakhole,181145,ED,APP STATE,5,1,0,0,0,0,108,0,0,62.3,76.8,82.1,71.4,74.5,80.4,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,102,102,0,1,91,10,0,0,53,45,0,4,6,2,0,7,0,0,0,0,Appalachian State,108,Appalachian State,2191,2423,425,428,341,32,1758,415,857,527,788,457,1190,354,66,505,2413,1002,433,16,3165,1473,2812,2387,956,890,1350,427,650,1376,3417,950,2417,2490,1726,2051,294,2628,512,1,1,1,1,1,1,1,1,29,17,29
Jyren Ester,181153,CB,LA MONROE,6,2,0,46.2,0,0,209,0,0,69.1,68.4,81,0,57.4,58,0,0,0,0,21,16.7,1,2,1,58.2,6,0,0,4,63,84,116,0,0,0,0,0,1,116,0,32,48,2,3,0,13,0,0,55,35,9.2,Louisiana-Monroe,209,Louisiana-Monroe,199,1851,425,428,341,32,761,1530,1208,3662,3622,2763,1190,2336,66,505,1156,179,1154,16,2368,460,1069,2223,3532,890,1455,3016,1394,1112,1315,3637,2770,404,2445,2761,1707,675,2602,2310,1,3015,1727,3245,2434,3416,1,3348,3566,3082
Lynard Harris,181157,S,LA MONROE,5,1,0,40,0,0,209,0,0,78.7,69.2,80,56.8,48.1,44.7,0,0,0,1,8,26.7,4,1,1,8.3,2,0,0,56,0,54,118,0,0,0,0,0,38,118,2,62,24,3,10,0,5,0,0,15,8,7.5,Louisiana-Monroe,209,Louisiana-Monroe,2191,2423,425,428,341,32,167,1386,1501,2852,4268,3522,1190,2336,66,109,2098,425,1154,16,892,1473,1391,2205,3532,890,1455,3016,1394,426,1303,3007,1945,760,2065,1327,1707,1436,2602,2226,1,3943,3689,3245,1946,2567,1,2567,2645,2723
Andre Mack,181162,S,LA MONROE,5,1,0,75,0,0,209,0,0,57.8,68.8,77.8,0,83.7,78.8,0,0,0,0,34,9.1,1,0,0,151,3,0,0,59,1,41,94,0,0,0,0,0,22,94,0,53,12,4,9,0,4,0,1,45,5,15,Louisiana-Monroe,209,Louisiana-Monroe,2191,2423,425,428,341,32,2965,1455,2071,3662,136,658,1190,2336,66,505,588,1002,1154,16,861,1128,1569,2483,3532,890,1455,3016,1394,527,1440,3637,2193,1169,1726,1468,1707,1568,2602,3397,1,2144,1727,1,4452,2868,3728,3187,2457,4030
Ali Abbasi,181208,DI,MARSHALL,1,0,0,0,0,0,214,0,0,0,61.5,66.6,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Marshall,0,Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Harris,182310,CB,GEORGIA,3,0,0,62.5,0,0,173,0,0,49.9,51.8,79.1,0,65.1,28.8,0,0,0,0,56,40,2,0,0,144.3,5,0,0,1,100,60,102,0,0,0,0,0,0,102,0,42,1,0,3,0,8,0,2,97,18,19.4,Georgia,0,Georgia,3247,3291,425,428,341,32,3597,4160,1738,3662,2180,3954,1190,2336,66,505,153,1002,1154,16,2802,389,1314,2387,3532,890,1455,3016,1394,1376,1396,3637,2493,2208,3617,2761,1707,1101,2602,2855,1,4300,2682,1,4410,3258,4324,3850,3103,4319
Clinton Barlow,182686,DI,GEORGIA,1,0,0,0,0,0,173,0,0,0,70,67.8,0,65.8,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,Georgia,0,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Coufal,182779,DI,MIAMI FL,2,0,0,0,0,0,220,0,0,0,67.2,69.3,66.4,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,Miami (FL),220,Miami (FL),3692,3291,425,428,341,32,3918,1787,3551,947,3115,4198,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,4484,2529,781,1165,3016,1394,1376,3417,2783,4419,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Chris Peal,182912,CB,SYRACUSE,6,2,0,55.9,0,0,304,0,0,76.8,77.1,82.7,60,74.4,81.6,0,0,0,0,23,4.2,1,2,0,79.4,19,0,0,30,302,222,353,2,0,0,2,0,3,351,1,130,15,3,21,1,34,0,1,171,70,9,Syracuse,0,Syracuse,199,1851,425,428,341,32,242,395,683,1854,796,340,1190,2336,66,505,1050,179,1154,16,1223,61,39,186,2956,890,1455,2263,1394,890,145,3256,517,1050,2065,425,700,20,2602,2652,1,1761,1727,1,2886,4483,3728,4332,4186,3011
Marvin Sims,182956,WR,W KENTUCKY,1,0,0,0,0,0,346,0,0,60,62.6,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Western Kentucky,346,Western Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacoby Davis,183056,CB,KANSAS,1,0,0,0,0,0,198,0,0,0,60.6,69.5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,Kansas,198,Kansas,4155,3291,425,428,341,32,3918,3150,3523,3662,3157,4198,1190,2336,66,505,2413,1002,1154,16,3165,779,3462,4391,3532,890,1455,3016,1394,1376,2751,3637,4047,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Sammy Brown,183192,LB,CLEMSON,6,9,0,69.2,0,1,140,0,0,59.7,70.1,30.9,58.5,81,78.6,0,1,0,0,21,7.1,3,3,1,92.8,9,2,0,311,1,144,338,10,0,0,10,0,0,328,49,145,15,17,30,2,13,3,0,103,56,11.4,Clemson,140,Clemson,199,209,425,64,341,32,2731,1234,3903,2415,243,691,1190,1587,66,505,1156,64,188,16,41,1128,521,242,2167,890,1455,1347,1394,1376,228,1016,317,1050,120,122,294,675,1189,3195,1,1951,3309,3245,3295,3826,1,3910,4005,3551
Noah Dixon,183195,CB,CLEMSON,1,0,0,100,0,0,140,0,0,63.7,63.3,73.7,59.5,60,75.1,0,0,0,0,11,0,0,0,0,97.9,2,0,0,0,0,8,10,0,0,0,0,0,0,10,1,1,10,1,1,0,2,0,0,15,12,7.5,Clemson,140,Clemson,4155,3291,425,428,341,32,1469,2613,2915,2118,3157,1205,1190,2336,66,505,1909,1002,1154,16,3165,1473,2485,4168,3532,890,1455,3016,1394,1376,2555,3256,4482,1276,2947,3496,1707,1902,2602,3917,1,1,1,1,3490,2567,1,2567,2847,2723
Tavoy Feagin,183197,CB,OLE MISS,1,0,0,0,0,0,226,0,0,0,60,63.8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Ole Miss,226,Ole Miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corian Gipson,183198,CB,CLEMSON,2,0,0,0,0,0,140,0,0,67.4,62.7,75,59.2,46.4,21.7,0,0,0,0,0,100,1,0,0,0,0,0,0,2,16,20,28,0,0,0,0,0,0,28,1,7,10,0,0,0,0,0,0,0,0,0,Clemson,140,Clemson,3692,3291,425,428,341,32,936,2740,2669,2213,4337,4161,1190,2336,66,505,2413,1002,1154,16,2615,669,1962,3546,3532,890,1455,3016,1394,1376,2092,3256,3953,1276,3617,3974,1707,2628,2602,1,1,4492,1727,1,1,1,1,29,17,29
Ricardo Jones,183200,S,CLEMSON,6,2,0,75,0,0,140,1,0,61.8,60.7,83.5,0,55.7,56.8,0,0,0,2,22,13,3,0,0,79.9,12,0,0,74,3,179,314,0,0,0,0,0,172,314,0,135,64,4,18,1,16,0,1,131,54,10.9,Clemson,140,Clemson,199,1851,425,428,23,32,1884,3129,441,3662,3785,2848,1190,2336,66,20,1106,1002,1154,16,740,884,219,381,3532,890,1455,3016,1394,67,284,3637,460,265,1726,600,700,465,2602,3397,1,2654,3309,1,2895,4141,3728,4134,3969,3435
Champ Thompson,183203,DI,CLEMSON,5,0,0,0,0,0,140,0,0,0,67.9,74.1,60.5,69.4,71.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,27,4,21,0,2,0,0,16,11,0,2,1,0,0,1,0,0,0,0,Clemson,140,Clemson,2191,3291,425,428,341,32,3918,1629,2841,1768,1459,1735,1190,2336,66,505,2413,1002,433,16,3165,1473,3462,3569,1614,616,778,3016,1074,1376,3417,1757,3654,2490,2445,3496,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Joe Wilkinson,183207,S,CLEMSON,1,0,0,0,0,0,140,0,0,0,60,63.7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Clemson,140,Clemson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Boyd,183211,ED,GA TECH,5,0,0,100,0,0,176,0,0,29.8,47.2,81.4,53.6,55.8,58,1,2,0,0,16,20,1,0,0,118.8,2,0,0,0,0,4,88,88,0,3,82,3,0,0,44,40,0,2,4,1,2,3,0,25,22,12.5,Georgia Tech,176,Georgia Tech,2191,3291,425,428,341,32,3911,4370,1092,3413,3779,2763,489,1135,66,505,1517,1002,1154,16,3165,1473,2812,2560,1044,890,1209,458,995,1376,3417,1086,2547,2490,2445,2501,700,1902,1189,3917,1,3355,1727,1,4013,2567,1,2828,3240,3702
Tah'j Butler,183212,LB,GA TECH,6,2,1,77.8,0,0,176,0,0,73.6,67.4,0,67.9,61.1,37.3,0,3,0,0,11,31.3,5,1,1,86.1,7,0,0,87,1,49,137,24,0,0,24,0,0,113,9,79,25,6,9,1,9,3,0,42,27,6,Georgia Tech,176,Georgia Tech,199,1851,66,428,341,32,383,1735,4253,802,2925,3760,1190,854,66,505,1909,425,1154,16,658,1128,1451,1992,1664,890,1455,900,1394,1376,1328,2082,1556,736,1185,1468,700,1008,1189,3561,1,4098,3975,3245,3064,3582,1,3135,3388,2460
Dylan Day,183229,S,MIAMI FL,3,1,0,66.7,0,0,220,0,0,70.5,52.5,0,59.7,34.1,36.4,0,0,0,0,12,20,1,0,1,119.4,2,0,0,11,0,18,31,1,0,0,1,0,16,30,1,12,3,0,3,0,3,0,1,16,14,8,Miami (FL),220,Miami (FL),3247,2423,425,428,341,32,630,4112,4253,2069,4502,3786,1190,2336,66,505,1844,1002,1154,16,1856,1473,2017,3467,3183,890,1455,2550,1394,579,2054,3256,3587,1864,3617,2761,1707,1712,2602,2977,1,3355,1727,3245,4190,2567,3728,2602,2926,2799
Marquise Lightfoot,183233,ED,MIAMI FL,5,4,0,100,0,0,220,0,0,60.8,75.8,82.9,73.9,74,40.1,3,9,0,0,17,27.3,3,0,0,106.3,2,1,0,5,0,14,83,78,0,0,78,0,0,5,52,17,0,5,4,1,2,13,0,19,22,9.5,Miami (FL),220,Miami (FL),2191,1027,425,428,341,32,2140,504,619,393,844,3666,106,167,66,505,1451,1002,433,16,2273,1473,2177,2631,1107,890,1455,475,1394,1376,2832,966,3338,2490,1426,2501,700,1902,171,3917,1,3964,3309,1,3724,2567,1,2681,3240,3130
Cam Pruitt,183239,S,MIAMI FL,2,1,0,50,0,0,220,0,0,40.5,43,74.6,57.6,60.9,73.1,0,0,0,0,2,0,0,0,0,56.3,1,0,0,10,0,7,15,1,0,0,1,0,1,14,2,6,3,0,0,0,2,0,0,2,7,2,Miami (FL),220,Miami (FL),3692,2423,425,428,341,32,3843,4471,2740,2646,2970,1568,1190,2336,66,505,2370,1002,1154,16,1919,1473,2560,3940,3183,890,1455,2550,1394,1112,2408,3007,4047,1864,3617,3974,1707,1902,2602,2338,1,1,1,1,2353,2104,1,2163,2582,2177
Isaiah Thomas,183244,LB,KENNESAW,1,0,0,0,0,0,200,0,0,60.9,62.5,67.3,0,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,6,0,0,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,0,0,Kennesaw State,200,Kennesaw State,4155,3291,425,428,341,32,2116,2786,3651,3662,3133,4198,1190,2336,66,505,2413,1002,1154,16,2273,1473,3050,4391,3532,890,1455,3016,1394,1376,2751,3637,4238,2208,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Brandon Booker,183248,LB,SMU,6,9,1,69.2,0,0,287,0,0,69.2,71.2,81.1,72,67.7,84.2,3,5,0,0,47,5.6,2,1,0,104,9,1,0,304,2,199,348,2,0,0,2,0,1,346,34,115,39,15,25,2,13,9,0,138,55,15.3,SMU,287,SMU,199,209,66,428,341,32,750,1056,1172,482,1735,159,106,461,66,505,261,425,433,16,47,970,98,197,2956,890,1455,2263,1394,1112,160,1271,794,507,178,260,294,675,350,3195,1,1829,2682,1,3653,3826,1,4179,3987,4083
Zach Smith,183255,LB,W KENTUCKY,3,1,0,100,0,0,346,0,0,56.8,44.3,76.5,52.3,39.9,27.6,0,1,0,0,5,40,2,0,0,87.5,1,0,0,46,0,17,53,3,0,0,3,0,0,50,9,27,4,1,2,0,1,1,0,5,7,5,Western Kentucky,346,Western Kentucky,3247,2423,425,428,341,32,3076,4448,2379,3508,4464,4028,1190,1587,66,505,2250,1002,1154,16,1005,1473,2048,3046,2771,890,1455,2016,1394,1376,1786,2082,2945,1729,2947,3090,1707,2167,1908,3917,1,4300,2682,1,3092,2104,1,2254,2582,2358
Dayday Aupiu,183256,S,CAL,1,0,0,0,0,0,130,0,0,0,60,67.8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,California,130,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ Canady,183257,ED,CAL,3,0,0,0,0,0,130,0,0,0,52.2,75,54.8,54.2,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,4,11,2,0,0,7,11,0,1,1,1,0,0,0,0,0,0,California,130,California,3247,3291,425,428,341,32,3918,4132,2669,3268,3925,1905,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,3837,1815,781,1165,1288,1074,1376,3417,2250,3654,2490,2947,3496,700,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Isaiah Crosby,183258,S,CAL,4,2,0,57.1,0,0,130,0,0,89.2,83.4,81.6,0,54.6,78.9,0,0,0,0,14,7.7,2,1,0,62.2,8,0,0,61,1,124,197,1,0,0,1,0,101,196,0,73,33,8,22,1,14,0,0,38,16,4.8,California,130,California,2805,1851,425,428,341,32,30,113,1028,3662,3886,643,1190,2336,66,505,1685,425,1154,16,835,1128,713,1359,3183,890,1455,2550,1394,216,899,3637,1687,588,763,391,700,595,2602,2672,1,2007,2682,1,2479,3714,1,3069,3016,2349
Luke Ferrelli,183259,LB,CAL,6,12,0,92.9,0,0,130,0,0,89.9,73.9,27.4,66.1,53.2,67.8,0,2,0,1,22,10.9,5,0,1,65.5,13,1,0,284,0,167,317,13,0,0,13,0,3,304,22,128,17,17,29,2,14,3,0,96,41,7.4,California,130,California,199,83,425,428,341,32,23,695,3953,982,4001,2111,1190,1135,66,109,1106,1002,433,16,69,1473,306,358,2007,890,1455,1204,1394,890,344,1560,561,977,120,141,294,595,1189,3908,1,2386,3975,3245,2548,4225,1,3841,3708,2707
Aaron Hampton,183260,LB,CAL,6,3,0,100,0,0,130,0,0,85.5,70.4,78.8,77.5,48.5,67.6,0,0,0,0,1,10,1,0,0,79.2,1,1,0,33,0,10,47,12,0,0,12,0,0,35,3,34,2,7,6,0,1,1,0,1,6,1,California,130,California,199,1362,425,428,341,32,60,1178,1818,228,4257,2126,1190,2336,66,505,2397,1002,433,16,1167,1473,2355,3150,2052,890,1455,1241,1394,1376,1963,2783,2712,2022,949,2051,1707,2167,1908,3917,1,2262,1727,1,2794,2104,1,2145,2516,2150
Ja'ir Smith,183264,CB,CAL,5,1,0,50,0,0,130,0,0,66.3,65.5,76.1,0,58.9,36.7,0,0,0,0,20,40,2,1,0,84.4,2,0,0,4,49,28,54,0,0,0,0,0,0,54,0,26,1,0,2,0,4,0,0,39,6,19.5,California,130,California,2191,2423,425,428,341,32,1058,2132,2459,3662,3441,3783,1190,2336,66,505,1229,425,1154,16,2368,490,1777,3028,3532,890,1455,3016,1394,1376,1746,3637,2983,2208,3617,3090,1707,1568,2602,2338,1,4300,2682,1,3018,2567,1,3087,2516,4322
Francis Brewu,183267,DI,PITTSBURGH,6,7,0,0,0,1,268,0,0,0,77.5,82.1,79.1,71.1,69.8,3,3,0,0,0,6.7,1,0,0,0,0,2,0,2,0,0,223,221,12,201,3,5,0,2,99,124,0,7,7,0,0,8,0,0,0,0,Pittsburgh,268,Pittsburgh,199,389,425,64,341,32,3918,361,857,173,1198,1964,106,854,66,505,2413,1002,188,16,2615,1473,3462,1091,265,434,44,2016,858,1376,2999,432,636,2490,949,1823,1707,2628,415,1,1,1909,1727,1,1,1,1,29,17,29
