player,player_id,position,team_name,2025 Team,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Ronnell Davis,188141,S,BUFFALO,Buffalo,1,0,0,0,0,0,126,0,0,64.2,64.5,73.4,0,61.8,76,0,0,0,0,0,0,0,0,0,39.6,0,0,0,6,0,8,17,0,0,0,0,0,0,17,0,9,11,1,2,0,1,0,0,0,0,0,3554,2533,230,214,166,19,1152,2130,2895,3161,2480,1068,737,1691,33,270,1950,632,711,10,1704,1120,2049,3379,3005,735,1286,2407,1153,1095,1982,3142,3277,773,2108,2270,1063,1725,2030,1,1,1,1,1,2101,1,1,37,18,37
John Keough,188146,S,BUFFALO,Buffalo,1,0,0,0,0,0,126,0,0,63.6,63.5,72.5,0,60,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,6,0,9,13,1,0,0,1,0,5,12,0,4,1,0,0,0,1,0,0,0,0,0,3554,2533,230,214,166,19,1252,2311,3073,3161,2865,3761,737,1691,33,270,1950,632,711,10,1704,1120,1973,3599,2628,735,1286,1929,1153,643,2152,3142,3832,1813,2999,3465,1063,1725,2030,1,1,1,1,1,2101,1,1,37,18,37
Shamar Riser-Pressley,188155,ED,BUFFALO,Buffalo,1,1,0,0,0,0,126,0,0,0,63.7,66.9,0,62,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael-Anthony Okwura,188178,DI,CAL,California,3,0,0,0,0,0,130,0,0,0,62.8,71.5,58,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,73,2533,230,214,166,19,3356,2428,3267,2213,2192,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,3656,1656,735,704,2407,1153,1095,2937,1964,3464,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Lendric Barber,188185,ED,CINCINNATI,Cincinnati,1,0,0,0,0,0,138,0,0,0,71.9,69.5,65.3,64.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,0,2,5,0,0,0,0,0,1,0,0,0,0,3554,2533,230,214,166,19,3356,873,3556,928,2066,3761,737,943,33,270,1950,632,711,10,2676,1120,3027,3952,1926,735,1185,1929,587,1095,2937,2452,3709,2115,2999,3465,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Daniel James,188190,CB,CINCINNATI,Cincinnati,3,1,0,100,0,0,138,0,0,60.9,56.8,0,0,52.7,79.8,0,0,0,0,24,0,0,0,1,118.8,3,0,0,20,70,52,92,2,0,0,2,0,0,90,0,40,0,0,3,0,3,0,0,53,5,17.7,73,1489,230,214,166,19,1798,3384,3879,3161,3669,493,737,1691,33,270,557,632,711,10,1010,299,788,1311,2437,735,1286,1678,1153,1095,882,3142,1323,2115,2999,1803,1063,1175,2030,3533,1,1,1,3446,3760,3098,1,3627,2662,3905
George Leibold,188193,LB,CINCINNATI,Cincinnati,1,1,0,0,0,0,138,0,0,60.8,78.1,72.5,0,74.9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,11,3,0,0,3,0,0,8,0,10,0,2,2,0,0,0,0,0,0,0,3554,1489,230,214,166,19,1825,339,3073,3161,574,735,737,1691,33,270,1950,632,711,10,1542,1120,2777,3707,2285,735,1286,1487,1153,1095,2329,3142,3180,2115,1502,2270,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Marquaze Parker,188195,ED,CINCINNATI,Cincinnati,3,1,0,0,0,0,138,0,0,68.1,66,78.8,56.7,66,64.3,1,3,0,0,0,12.5,1,0,0,0,0,0,0,0,0,1,64,64,0,1,46,17,0,0,35,28,0,4,6,2,0,4,0,0,0,0,73,1489,230,214,166,19,723,1842,1191,2521,1743,2265,189,315,33,270,1950,632,711,10,2676,1120,2777,1975,722,735,1185,399,214,1095,2937,664,1963,2115,713,986,73,2196,367,1,1,2582,2199,1,1,1,1,37,18,37
Drew Robinson,188198,S,CINCINNATI,Cincinnati,1,0,0,0,0,0,138,0,0,60,60,65.4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marqavious Saboor,188199,S,CINCINNATI,Cincinnati,1,3,0,0,0,0,138,0,0,60.9,71.9,72.2,0,75.8,81.5,0,0,0,0,0,0,0,0,0,39.6,0,0,0,18,0,2,19,0,0,0,0,0,1,19,0,17,0,1,1,0,1,0,0,0,0,0,3554,464,230,214,166,19,1798,873,3137,3161,496,320,737,1691,33,270,1950,632,711,10,1063,1120,2642,3287,3005,735,1286,2407,1153,862,1917,3142,2643,2115,2108,2822,1063,1725,2030,1,1,1,1,1,2101,1,1,37,18,37
Montay Weedon,188203,LB,CINCINNATI,Cincinnati,3,1,0,100,0,0,138,0,0,62.4,59.1,78.4,67,48.2,25.6,0,2,0,0,2,60,3,0,0,79.2,2,0,0,26,0,29,63,14,0,0,14,0,0,49,8,26,23,0,1,0,2,2,0,0,9,0,73,1489,230,214,166,19,1444,3065,1353,761,3891,3650,737,545,33,270,1907,632,711,10,880,1120,1305,2006,1583,735,1286,823,1153,1095,1401,1695,2083,378,2999,2822,1063,1412,855,3533,1,4101,3702,1,2831,2727,1,37,2935,37
Antonio Bottiggi,188220,ED,KENT STATE,Kent State,2,0,0,0,0,0,201,0,0,0,59.8,75.1,60.5,58.8,25.1,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,22,22,0,0,19,3,0,0,11,11,0,1,1,1,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,2947,2453,1482,3158,3658,737,1691,33,270,1950,632,711,10,2676,1120,3027,3156,1362,735,1286,709,749,1095,2937,1479,3081,2115,2108,2822,305,2196,2030,1,1,3948,2199,1,1,1,1,37,18,37
Nylan Brown,188221,LB,KENT STATE,Kent State,3,1,0,100,0,0,201,0,0,62.4,68.1,77.4,63.5,69.8,53,0,0,0,0,15,22.2,2,0,0,109.7,3,0,0,66,0,30,76,3,0,0,3,0,0,73,4,42,7,4,6,0,3,0,0,31,16,10.3,73,1489,230,214,166,19,1444,1448,1723,1131,1181,2768,737,1691,33,270,1021,632,711,10,367,1120,1283,1680,2285,735,1286,1487,1153,1095,1081,2112,1236,1005,713,986,1063,1175,2030,3533,1,3269,3215,1,3604,3098,1,3241,3291,3275
Aiden Burgess,188223,DI,KENT STATE,Kent State,3,1,0,0,0,0,201,0,0,0,68.1,74.2,55.5,71.6,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2,23,0,7,0,0,12,20,0,1,1,0,0,0,0,0,0,0,73,1489,230,214,166,19,3356,1448,2695,2746,957,1795,737,1691,33,270,1950,632,711,10,2676,1120,3027,2806,1189,554,546,2407,494,1095,2937,1430,2441,2115,2108,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Josue Cordoba,188224,DI,KENT STATE,Kent State,3,1,0,0,0,0,201,0,0,0,65.7,75.1,55.7,68.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,8,21,0,1,0,0,11,19,0,0,0,0,0,0,0,0,0,0,73,1489,230,214,166,19,3356,1909,2453,2711,1369,1923,737,1691,33,270,1950,632,711,10,2676,1120,3027,2879,1224,328,565,2407,950,1095,2937,1479,2503,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Jaire Rawlison,188236,CB,KENT STATE,Kent State,3,0,0,59.1,0,0,201,0,0,66.9,66.6,0,59.3,70,78.1,0,0,0,0,35,5.3,1,2,2,116.7,13,0,0,8,165,108,176,3,0,0,3,0,0,173,1,67,0,5,18,2,22,0,3,136,19,10.5,73,2533,230,214,166,19,809,1723,3879,1880,1158,725,737,1691,33,270,282,48,711,10,1542,21,60,161,2285,735,1286,1487,1153,1095,139,2728,359,2115,499,46,73,4,2030,2790,1,2220,2199,4052,3713,4171,4186,4135,3412,3290
Clinton Robinson,188238,S,KENT STATE,Kent State,2,0,0,0,0,0,201,0,0,62.9,66.4,72.6,0,66.6,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,17,0,0,0,0,0,11,17,0,11,0,0,2,0,0,0,0,0,0,0,2465,2533,230,214,166,19,1352,1765,3049,3161,1636,704,737,1691,33,270,1950,632,711,10,1704,1120,2207,3379,3005,735,1286,2407,1153,513,1982,3142,3081,2115,2999,2270,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Jaihien Roy,188239,ED,KENT STATE,Kent State,3,0,0,0,0,0,201,0,0,85,70.3,81.2,58.1,63.6,74.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,71,0,2,62,7,0,1,42,28,1,1,2,0,0,2,0,0,0,0,73,2533,230,214,166,19,47,1114,387,2194,2182,1252,60,1691,33,270,1950,632,711,10,2676,1120,2642,1775,625,735,1109,288,494,1095,2718,516,1963,1813,2108,2270,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Keyshawn Flowers,188247,LB,MARYLAND,Maryland,2,1,0,66.7,0,0,215,0,0,72.4,71.8,77.3,52.9,67.6,58.4,0,0,0,0,3,14.3,1,0,0,70.1,2,0,0,62,0,37,64,0,0,0,0,0,0,64,6,21,2,4,5,0,3,0,0,5,4,2.5,2465,1489,230,214,166,19,413,893,1753,3022,1487,2539,737,1691,33,270,1867,632,711,10,391,1120,1133,1975,3005,735,1286,2407,1153,1095,1202,1854,2376,1593,713,1201,1063,1175,2030,2926,1,2712,2199,1,2682,2727,1,2376,2594,2322
Kevyn Humes,188251,CB,MARYLAND,Maryland,3,1,0,76.9,0,0,215,0,0,73.9,70.4,83,64.1,45.6,29.6,1,0,0,0,15,35.7,5,0,0,79,10,0,0,8,19,86,138,5,0,0,5,0,0,133,5,47,106,4,8,0,13,1,0,40,30,4,73,1489,230,214,166,19,329,1107,113,1073,3995,3459,189,1691,33,270,1021,632,711,10,1542,541,243,527,2080,735,1286,1257,1153,1095,447,1964,1004,23,713,638,1063,123,1263,3295,1,3839,4078,1,2830,4100,1,3404,3702,2417
Shamar McIntosh,188256,S,MARYLAND,Maryland,1,0,0,0,0,0,215,0,0,0,62.4,66.9,0,61.6,74.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josiah McLaurin,188257,HB,MARYLAND,Maryland,1,0,0,0,0,0,215,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Reddick,188261,LB,MARYLAND,Maryland,3,2,0,100,0,0,215,0,0,65.9,64.4,0,67.9,62,39.4,0,2,0,0,20,27.3,6,0,1,100,4,1,0,104,0,53,120,13,0,0,13,0,1,107,15,52,2,11,14,1,4,3,0,32,5,8,73,855,230,214,166,19,915,2144,3879,684,2436,3255,737,545,33,270,736,632,178,10,160,1120,770,803,1617,735,1286,850,1153,862,713,1310,826,1593,50,154,305,964,567,3533,1,3566,4145,3446,3427,3382,1,3259,2662,2904
La'khi Roland,188264,CB,MARYLAND,Maryland,3,0,0,0,0,0,215,0,0,91.5,91.6,77.3,0,70.9,81.2,0,0,1,2,0,0,0,0,0,0,0,0,0,6,63,48,71,0,0,0,0,0,1,71,0,23,1,4,5,0,6,0,0,0,0,0,73,2533,230,214,166,19,10,21,1753,3161,1040,351,737,1691,2,6,1950,632,711,10,1704,332,875,1797,3005,735,1286,2407,1153,862,1106,3142,2259,1813,713,1201,1063,650,2030,1,1,1,1,1,1,1,1,37,18,37
Jermaine Agee,188269,S,MIAMI OH,Miami (OH),1,0,0,0,0,0,221,0,0,0,41.6,66.8,0,47.3,22.2,0,0,0,0,0,100,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJ Alexander,188270,DI,MIAMI OH,Miami (OH),2,0,0,0,0,0,221,0,0,0,32.4,76.2,49.7,30.8,20.2,0,1,0,0,0,100,2,0,0,0,0,0,0,0,0,0,48,48,0,48,0,0,0,0,21,27,0,0,0,0,0,1,0,0,0,0,2465,2533,230,214,166,19,3356,4174,2132,3105,4163,3741,737,943,33,270,1950,632,711,10,2676,1120,3027,2390,939,735,286,2407,1153,1095,2937,1068,2035,2115,2999,3465,1063,2196,1263,1,1,4127,3215,1,1,1,1,37,18,37
Devin Bell,188271,ED,MIAMI OH,Miami (OH),2,0,0,0,0,0,221,0,0,0,56.4,74.9,57.5,56.3,73.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,9,0,44,0,0,33,20,0,2,2,1,0,2,0,0,0,0,2465,2533,230,214,166,19,3356,3421,2515,2319,3396,1437,737,545,33,270,1950,632,711,10,2676,1120,3027,2259,866,735,793,2407,32,1095,2937,729,2441,2115,1502,2270,305,2196,855,1,1,1,1,1,1,1,1,37,18,37
Toney Coleman Jr.,188273,CB,MIAMI OH,Miami (OH),2,0,0,62.5,1,0,221,0,0,40.2,39.4,77.6,0,44.7,49.7,0,0,0,0,15,22.2,2,0,2,121.9,5,0,0,1,67,31,69,1,0,0,1,0,0,68,0,38,0,2,7,0,8,0,2,54,15,10.8,2465,2533,230,214,166,19,3301,4134,1646,3161,4027,2905,737,1691,33,270,1021,632,711,10,2385,314,1252,1847,2628,735,1286,1929,1153,1095,1151,3142,1430,2115,1502,794,1063,395,2030,2870,4086,3269,3215,4052,3970,3604,4132,3641,3244,3324
Jayden Fuller,188276,ED,MIAMI OH,Miami (OH),2,1,0,0,0,0,221,0,0,0,36.8,71.7,59.3,39.1,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,3,8,0,0,2,10,0,0,0,0,0,0,0,0,0,0,2465,1489,230,214,166,19,3356,4157,3234,1880,4119,1849,737,1691,33,270,1950,632,711,10,2676,1120,3027,3656,1656,630,1286,1487,448,1095,2937,2452,3180,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
William Goodvine III,188278,DI,MIAMI OH,Miami (OH),2,2,0,0,0,0,221,0,0,0,44.4,71.3,60,46,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,2465,855,230,214,166,19,3356,4059,3304,1535,3977,1795,737,1691,33,270,1950,632,711,10,2676,1120,3027,3707,1697,735,732,2407,1153,1095,2937,2728,3180,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Kaleb Martin,188286,CB,MIAMI OH,Miami (OH),2,2,0,60,0,0,221,0,0,45.7,48.6,78.9,0,64.9,73.6,0,0,0,0,21,7.7,1,2,1,105.4,9,0,0,8,110,75,119,1,0,0,1,0,0,118,0,44,0,0,10,0,15,0,1,112,1,12.4,2465,855,230,214,166,19,3198,3951,1155,3161,1944,1479,737,1691,33,270,680,48,711,10,1542,158,402,818,2628,735,1286,1929,1153,1095,595,3142,1134,2115,2999,406,1063,65,2030,2792,1,2293,2199,3446,3533,4055,3776,4076,2346,3526
Brach Rice,188289,DI,MIAMI OH,Miami (OH),2,2,0,0,0,0,221,0,0,60,46.5,75.7,61.9,39.1,73.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,48,0,0,0,0,24,24,0,1,1,0,0,1,0,0,0,0,2465,855,230,214,166,19,2004,4019,2286,1321,4119,1587,189,1691,33,270,1950,632,711,10,2676,1120,3027,2390,939,735,286,2407,1153,1095,2937,986,2201,2115,2108,2822,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Kash Dillon,188294,ED,UTAH,Utah,3,0,0,0,0,0,328,0,0,63.5,66.1,80.2,59.4,69,78.4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,79,78,6,7,64,1,0,1,47,28,0,6,5,0,0,2,0,0,0,0,73,2533,230,214,166,19,1263,1823,666,1855,1292,675,737,1691,33,270,1950,632,44,10,2385,1120,2398,1607,536,392,867,277,950,1095,2718,419,1963,2115,333,1201,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Elijah Elliss,188295,LB,UTAH,Utah,2,1,0,0,0,0,328,0,0,63.9,66,72,57.8,65.7,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,17,1,0,0,1,0,0,16,2,7,0,0,0,0,0,0,0,0,0,0,2465,1489,230,214,166,19,1205,1842,3182,2261,1788,1325,737,1691,33,270,1950,632,711,10,1133,1120,2049,3379,2628,735,1286,1929,1153,1095,2013,2452,3464,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Rabbit Evans,188296,S,UTAH,Utah,1,0,0,0,0,0,328,0,0,61.7,50.3,68.5,0,53.1,21.8,0,0,0,0,0,100,1,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,2,6,0,3,1,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,1587,3875,3656,3161,3640,3713,737,1691,33,270,1950,632,711,10,2055,1120,2515,4026,3005,735,1286,2407,1153,757,2428,3142,3960,1813,2999,3465,1063,2196,2030,1,1,4127,2199,1,1,1,1,37,18,37
Quimari Shemwell,188301,S,CAL,California,1,0,0,0,0,0,130,0,0,60,60.8,65.6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Vakalahi,188304,DI,UTAH,Utah,1,0,0,0,0,0,328,0,0,0,59.8,66.3,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Baldwin,188306,ED,UTEP,UTEP,3,3,0,100,0,0,330,0,0,47.1,55.6,82.5,58.9,60.3,83.2,0,2,0,0,30,0,0,0,0,116.7,4,2,0,23,0,17,98,71,0,0,71,0,0,27,30,51,4,6,7,1,4,4,0,48,45,12,73,464,230,214,166,19,3167,3501,162,1993,2800,194,737,545,33,270,387,632,44,10,942,1120,1626,1180,625,735,1286,221,1153,1095,1721,821,865,1310,333,794,305,964,367,3533,1,1,1,1,3713,3382,1,3546,3945,3465
Ashton Coker,188308,DI,UTEP,UTEP,3,3,0,0,0,0,330,0,0,0,55.8,80.7,57.2,54.9,77.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,82,15,0,0,0,0,50,47,0,4,5,2,0,0,0,0,0,0,73,464,230,214,166,19,3356,3478,515,2393,3514,834,737,1691,33,270,1950,632,711,10,2676,1120,3027,1203,324,8,651,2407,1153,1095,2937,363,1004,2115,713,1201,73,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Justin Content,188309,CB,UTEP,UTEP,3,3,0,100,1,0,330,0,0,52.4,57.9,79.9,59.7,77,59.1,0,0,0,0,52,16.7,2,0,2,158.3,7,0,0,6,129,64,138,1,0,0,1,0,0,137,1,73,2,3,7,1,7,0,2,114,7,16.3,73,464,230,214,166,19,2918,3234,770,1745,406,2506,737,1691,33,270,94,632,711,10,1704,99,580,527,2628,735,1286,1929,1153,1095,406,2728,253,1593,1028,794,305,503,2030,3533,4086,2870,3215,4052,4137,3902,4132,4083,2802,3844
Kyran Duhon,188312,ED,OKLA STATE,Oklahoma State,1,0,0,0,0,0,262,0,0,0,70.9,72.2,57.6,71.2,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,6,1,0,0,3,7,0,2,2,1,0,0,0,0,0,0,3554,2533,230,214,166,19,3356,1041,3137,2302,1014,1587,737,1691,33,270,1950,632,711,10,2676,1120,3027,3760,1738,735,1058,1163,950,1095,2937,2258,3464,2115,1502,2270,305,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Allan McCarter,188320,DI,UTEP,UTEP,2,0,0,0,0,0,330,0,0,0,72.8,71.5,72.4,62.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,9,0,5,0,0,9,5,0,0,0,0,0,1,0,0,0,0,2465,2533,230,214,166,19,3356,778,3267,368,2337,3761,737,943,33,270,1950,632,711,10,2676,1120,3027,3535,1583,735,793,2407,587,1095,2937,1624,3709,2115,2999,3465,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Stratton Shufelt,188322,LB,UTEP,UTEP,2,2,0,50,0,0,330,0,0,68.2,56.9,75,66.1,42.1,82.1,1,0,0,0,20,0,0,1,0,85.4,1,0,0,40,0,16,42,0,0,0,0,0,0,42,6,20,2,2,5,0,2,1,0,20,2,20,2465,855,230,214,166,19,716,3371,2486,850,4079,266,189,1691,33,270,736,158,711,10,653,1120,1662,2535,3005,735,1286,2407,1153,1095,1485,1854,2441,1593,1502,1201,1063,1412,1263,2416,1,1,1,1,3061,2198,1,2935,2433,3988
Ekow Taylor,188325,LB,UTEP,UTEP,2,0,0,0,0,0,330,0,0,62,81.6,72.3,82.7,62.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,4,0,0,4,0,0,9,7,2,3,0,0,0,0,1,0,0,0,0,2465,2533,230,214,166,19,1527,174,3121,91,2395,3761,737,943,33,270,1950,632,711,10,1704,1120,2398,3599,2199,735,1286,1369,1153,1095,2276,1774,4068,1436,2999,3465,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Brandon Barnes,188330,S,ARK STATE,Arkansas State,3,3,0,83.3,0,0,113,0,0,49,46.6,81.3,59.1,44.2,29.7,0,0,0,0,37,29.2,7,0,0,158.3,5,0,0,69,0,92,176,3,0,0,3,0,90,173,1,83,14,4,14,0,6,0,2,101,58,20.2,73,464,230,214,166,19,3107,4012,353,1939,4036,3457,737,1691,33,270,245,632,711,10,343,1120,176,161,2285,735,1286,1487,1153,48,139,2728,128,641,713,154,1063,650,2030,3414,1,3643,4172,1,4137,3604,4132,4025,4065,4003
Braden Jackson,188342,CB,ARK STATE,Arkansas State,1,0,0,100,0,0,113,0,0,50.7,38.8,0,0,0,76.6,0,0,0,0,16,0,0,0,1,112.5,2,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,22,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemari Nix,188350,LB,ARK STATE,Arkansas State,1,0,0,0,0,0,113,0,0,0,70.2,61.7,0,62.5,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Williams,188366,CB,ARK STATE,Arkansas State,2,0,0,100,0,0,113,0,0,54.3,54.6,72.6,0,60,76.6,0,0,0,0,15,0,0,0,0,118.8,2,0,0,0,16,12,16,0,0,0,0,0,0,16,0,4,0,0,2,0,2,0,0,27,9,13.5,2465,2533,230,214,166,19,2813,3598,3049,3161,2865,928,737,1691,33,270,1021,632,711,10,2676,570,1819,3433,3005,735,1286,2407,1153,1095,2013,3142,3832,2115,2999,2270,1063,1412,2030,3533,1,1,1,1,3760,2727,1,3148,2935,3639
CJ Allen Jr.,188368,LB,GA SOUTHRN,Georgia Southern,1,0,0,0,0,0,174,0,0,60,81.8,66.2,0,70.5,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Bentley,188371,S,GA SOUTHRN,Georgia Southern,1,0,0,100,0,0,174,0,0,29.8,29.5,68.6,0,60,75.3,0,0,0,0,61,0,0,0,0,158.3,2,0,0,5,0,4,9,0,0,0,0,0,3,9,0,5,1,0,1,0,2,0,1,75,46,37.5,3554,2533,230,214,166,19,3348,4183,3648,3161,2865,1163,737,1691,33,270,60,632,711,10,1815,1120,2398,3829,3005,735,1286,2407,1153,719,2276,3142,3709,1813,2999,2822,1063,1412,2030,3533,1,1,1,1,4137,2727,3776,3873,3962,4166
