player,player_id,position,team_name,2025 Team,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Jordan Stringer,147271,LB,TROY,Troy,3,7,0,100,0,0,318,0,0,65.7,61.7,77.9,79.7,47.8,40.6,2,3,0,0,17,25,8,0,1,91.1,7,1,0,134,0,72,168,1,0,0,1,0,0,167,18,78,33,10,17,2,7,6,0,41,25,5.9,73,51,230,214,166,19,941,2632,1551,133,3914,3222,60,315,33,270,902,632,178,10,79,1120,463,218,2628,735,1286,1929,1153,1095,175,1179,176,244,69,66,73,503,173,3533,1,3355,4184,3446,3209,3902,1,3428,3593,2609
Julian Peterson,147274,DI,TROY,Troy,3,0,0,0,0,0,318,0,0,0,73.6,78.6,58.9,79.7,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,77,18,56,0,3,0,0,45,32,0,6,8,2,0,1,0,0,0,0,73,2533,230,214,166,19,3356,698,1280,1993,227,854,737,1691,33,270,1950,632,178,10,2676,1120,3027,1651,546,173,229,2407,749,1095,2937,451,1733,2115,333,638,73,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Tylon Dunlap,147285,DI,KENNESAW,Kennesaw State,3,3,0,0,0,0,200,0,0,60,64.2,79.4,60.6,64,64.6,0,3,0,0,0,11.1,1,0,0,0,0,1,0,0,0,0,130,130,16,89,0,25,0,0,73,57,0,5,5,1,0,4,0,0,0,0,73,464,230,214,166,19,2004,2183,957,1474,2099,2249,737,315,33,270,1950,632,178,10,2676,1120,3027,641,105,203,75,2407,122,1095,2937,97,637,2115,499,1201,305,2196,367,1,1,2485,2199,1,1,1,1,37,18,37
Fuches Lewis II,147291,DI,GA STATE,Georgia State,3,0,0,0,0,0,175,0,0,0,58.8,80.2,59.2,57.6,56.5,1,1,0,0,0,14.3,1,0,0,0,0,0,0,0,0,0,106,106,44,62,0,0,0,0,55,51,0,5,6,0,0,2,0,0,0,0,73,2533,230,214,166,19,3356,3114,666,1904,3274,2613,189,943,33,270,1950,632,711,10,2676,1120,3027,1037,246,47,181,2407,1153,1095,2937,272,865,2115,499,986,1063,2196,855,1,1,2712,2199,1,1,1,1,37,18,37
Malcolm Bell,147394,CB,MICH STATE,Michigan State,3,1,0,57.1,0,0,223,0,0,68.6,66.6,80,60,53.7,27.4,0,0,0,0,30,44.4,4,1,0,95.5,4,0,0,18,127,99,153,3,0,0,3,0,0,150,1,53,5,1,4,0,7,0,0,77,12,19.3,73,1489,230,214,166,19,692,1723,727,1535,3601,3597,737,1691,33,270,387,158,711,10,1063,104,118,351,2285,735,1286,1487,1153,1095,301,2728,785,1193,2108,1468,1063,503,2030,2734,1,3935,3944,1,3314,3382,1,3888,3104,3973
Alfred Chea,147399,LB,BALL ST,Ball State,3,2,0,80,0,0,117,0,0,61.9,63.3,77.9,52.9,67.7,85.5,0,0,0,0,8,0,0,0,0,90.8,4,0,0,87,0,65,108,4,0,0,4,0,0,104,10,33,17,1,9,0,5,0,0,29,14,7.3,73,855,230,214,166,19,1545,2344,1551,3022,1469,83,737,1691,33,270,1556,632,711,10,234,1120,564,1000,2199,735,1286,1369,1153,1095,737,1564,1683,530,2108,501,1063,805,2030,3320,1,1,1,1,3198,3382,1,3194,3200,2824
Langston Hardy,147407,ED,WAKE,Wake Forest,3,4,0,100,0,0,339,0,0,65.6,69.1,85.5,71,61.6,47.8,3,4,0,0,15,23.5,4,0,0,84.7,3,3,0,6,0,18,152,141,0,0,140,1,0,11,67,67,5,11,9,3,3,10,0,13,23,4.3,73,244,230,214,166,19,958,1300,8,450,2521,2987,16,183,33,270,1021,632,14,10,1704,1120,1597,367,66,735,1286,17,950,1095,2194,133,359,1193,50,501,15,1175,34,3533,1,3340,3944,1,3051,3098,1,2701,3537,2482
Louce Julien,147436,ED,TOLEDO,Toledo,3,3,0,0,0,0,316,0,0,61.2,64.4,13,63.5,67.1,79.8,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,4,85,84,0,1,83,0,0,1,40,41,0,3,3,1,0,4,0,0,0,0,73,464,230,214,166,19,1721,2144,3816,1131,1560,493,737,315,33,270,1950,632,178,10,2385,1120,2398,1458,467,735,1185,169,1153,1095,2718,558,1280,2115,1028,1803,305,2196,367,1,1,1,1,3446,1,1,1,37,18,37
Aquan Robinson,147440,ED,UMASS,Massachusetts,2,0,0,0,0,0,216,0,0,0,37.2,0,53.8,40.9,23.9,0,0,0,0,0,100,1,0,1,0,0,0,0,0,0,0,40,40,0,0,35,5,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,4154,3879,2959,4102,3677,737,1691,33,270,1950,632,711,10,2676,1120,3027,2586,1066,735,1286,499,587,1095,2937,1100,2441,2115,2999,3465,1063,2196,2030,1,1,4127,2199,3446,1,1,1,37,18,37
Lorenzo Styles Jr.,147474,S,OHIO STATE,Ohio State,3,3,0,62.5,0,0,260,0,0,50.9,53.2,82.3,55.2,62.1,38.8,0,0,0,0,67,10,1,0,0,144.3,5,0,0,12,2,61,117,6,0,0,6,0,29,111,2,54,68,1,6,1,8,0,1,97,59,19.4,73,464,230,214,166,19,2995,3703,185,2800,2427,3267,737,1691,33,270,34,632,711,10,1296,781,623,851,1988,735,1286,1163,1153,336,662,2452,753,84,2108,986,305,395,2030,2870,1,2415,2199,1,4074,3604,3776,4006,4072,3976
Ryan Barnes,147487,CB,UMASS,Massachusetts,1,1,0,100,0,0,216,0,0,55,54.9,75,0,57.3,74.2,0,0,0,0,20,0,0,0,0,118.8,2,0,0,2,31,17,34,1,0,0,1,0,0,33,0,17,0,0,0,0,2,0,0,28,26,14,3554,1489,230,214,166,19,2760,3567,2486,3161,3308,1360,737,1691,33,270,736,632,711,10,2203,456,1626,2754,2628,735,1286,1929,1153,1095,1619,3142,2643,2115,2999,3465,1063,1412,2030,3533,1,1,1,1,3760,2727,1,3172,3619,3661
JoJo Johnson,147488,CB,BOWL GREEN,Bowling Green,3,0,0,50,0,0,122,0,0,38.3,37.2,70.7,0,60,73.5,0,0,0,0,17,0,0,0,0,79.2,1,0,0,0,6,4,8,0,0,0,0,0,2,8,0,4,0,0,1,0,2,0,0,17,13,17,73,2533,230,214,166,19,3311,4154,3393,3161,2865,1519,737,1691,33,270,902,632,711,10,2676,675,2398,3888,3005,735,1286,2407,1153,757,2329,3142,3832,2115,2999,2822,1063,1412,2030,2416,1,1,1,1,2831,2198,1,2838,3152,3869
Prince Kollie,147492,LB,VANDERBILT,Vanderbilt,3,0,0,100,0,0,333,0,0,65.4,62.1,73.7,58.2,56.1,54.5,0,0,0,0,11,20,1,0,0,104.2,2,0,0,25,0,16,29,3,0,0,3,0,0,26,3,10,1,3,4,0,2,0,0,18,8,9,73,2533,230,214,166,19,977,2561,2822,2168,3408,2694,737,1691,33,270,1340,632,711,10,899,1120,1662,2900,2285,735,1286,1487,1153,1095,1741,2258,3180,1813,1028,1468,1063,1412,2030,3533,1,3082,2199,1,3500,2727,1,2874,2875,3052
Jason Onye,147496,DI,NOTRE DAME,Notre Dame,2,4,0,0,0,0,258,0,0,60,59.3,76.6,58.3,58.8,78.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,61,0,41,5,15,0,1,27,35,0,4,6,0,0,1,0,0,0,0,2465,244,230,214,166,19,2004,3029,1989,2134,3158,704,737,943,33,270,1950,632,711,10,2676,1120,3027,2036,759,735,350,1257,242,1095,2718,889,1583,2115,713,986,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Gabriel Rubio,147499,DI,NOTRE DAME,Notre Dame,2,3,1,0,0,0,258,0,0,0,62,76.9,60.1,61.6,75.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,61,3,57,0,1,0,1,22,40,0,1,2,0,0,1,0,0,0,0,2465,464,21,214,166,19,3356,2581,1894,1522,2521,1115,737,943,33,270,1950,632,711,10,2676,1120,3027,2036,759,499,221,2407,950,1095,2718,1044,1323,2115,2108,2270,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Talan Alfrey,147503,S,BYU,BYU,1,0,0,100,0,0,128,0,0,87.6,87.1,71.6,0,66,79.5,0,0,0,0,-1,0,0,0,0,79.2,1,0,0,1,0,4,9,0,0,0,0,0,8,9,0,5,0,2,2,1,1,0,0,-1,2,-1,3554,2533,230,214,166,19,31,66,3248,3161,1743,538,737,1691,33,270,4162,632,711,10,2385,1120,2398,3829,3005,735,1286,2407,1153,574,2276,3142,3709,2115,1502,2270,305,1725,2030,3533,1,1,1,1,2831,2198,1,24,2433,23
Joshua Singh,147531,DI,VANDERBILT,Vanderbilt,2,0,0,0,0,0,333,0,0,0,66.7,0,59.7,76.7,70.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,37,8,28,0,1,0,0,21,16,0,0,1,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,1706,3879,1745,426,1923,737,1691,33,270,1950,632,711,10,2676,1120,3027,2670,1117,328,484,2407,950,1095,2937,1068,2697,2115,2999,2822,1063,2196,2030,1,1,1,1,3446,1,1,1,37,18,37
Tanner Wall,147534,S,BYU,BYU,2,0,0,100,0,0,128,0,0,56,58.8,78.8,0,66.6,48.4,0,0,0,0,1,40,2,0,0,79.2,1,0,0,5,0,48,77,0,0,0,0,0,68,77,0,29,4,0,3,0,1,0,0,1,4,1,2465,2533,230,214,166,19,2676,3114,1191,3161,1636,2960,737,1691,33,270,1933,632,711,10,1815,1120,875,1651,3005,735,1286,2407,1153,118,1030,3142,1896,1310,2999,1803,1063,1725,2030,3533,1,3873,3215,1,2831,2198,1,2251,2594,2254
Chris Boti,147540,DI,ARK STATE,Arkansas State,3,3,1,0,0,0,113,0,0,0,61.5,78.7,62.6,58.9,77.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,11,84,0,4,0,0,56,43,0,3,5,0,0,1,0,0,0,0,73,464,21,214,166,19,3356,2674,1232,1235,3144,821,737,943,33,270,1950,632,711,10,2676,1120,3027,1156,303,280,88,2407,652,1095,2937,254,1182,2115,1028,1201,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Joseph Carter,147544,LB,LIBERTY,Liberty,3,8,0,71.4,0,0,206,0,0,52.3,58.9,80.3,80.3,59.2,35.7,0,3,0,0,21,26.1,6,0,0,94.9,5,0,0,165,0,75,191,10,0,0,10,0,6,181,9,107,10,4,9,1,7,3,0,56,23,11.2,73,26,230,214,166,19,2922,3100,634,122,3120,3362,737,315,33,270,680,632,711,10,26,1120,402,79,1738,735,1286,955,1153,614,95,1624,25,829,713,501,305,503,567,3126,1,3553,4145,1,3304,3604,1,3666,3537,3397
Khristian Zachary,147556,DI,BALL ST,Ball State,3,0,0,0,0,0,117,0,0,0,55.8,76.8,61,51.2,22.1,0,2,0,0,0,100,1,0,0,0,0,0,0,0,0,0,54,54,11,42,0,1,0,0,34,20,0,0,0,0,0,2,0,0,0,0,73,2533,230,214,166,19,3356,3478,1933,1423,3753,3711,737,545,33,270,1950,632,711,10,2676,1120,3027,2231,853,280,337,2407,950,1095,2937,691,2441,2115,2999,3465,1063,2196,855,1,1,4127,2199,1,1,1,1,37,18,37
Dylan Simmons,147645,CB,MO STATE,Missouri State,2,0,0,100,0,0,230,0,0,62.8,63.6,70.9,0,60,0,0,0,0,0,0,0,0,0,0,79.2,1,0,0,0,0,4,6,0,0,0,0,0,0,6,0,2,6,0,0,0,1,0,0,0,7,0,2465,2533,230,214,166,19,1369,2283,3374,3161,2865,3761,737,1691,33,270,1950,632,711,10,2676,1120,2398,4026,3005,735,1286,2407,1153,1095,2428,3142,4068,1085,2999,3465,1063,1725,2030,3533,1,1,1,1,2831,2198,1,37,2802,37
Charles Brown,147647,WR,NEVADA,Nevada,1,0,0,0,0,0,239,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Flowers,147839,CB,W KENTUCKY,Western Kentucky,3,1,0,85.7,0,0,346,0,0,66.2,68.7,77.4,0,72.9,84.6,0,0,0,0,8,0,0,0,1,82.7,6,0,0,3,70,42,75,0,0,0,0,0,0,75,0,33,2,5,10,1,7,0,0,27,13,4.5,73,1489,230,214,166,19,880,1352,1723,3161,797,127,737,1691,33,270,1556,632,711,10,2055,299,1008,1702,3005,735,1286,2407,1153,1095,1056,3142,1683,1593,499,406,305,503,2030,3460,1,1,1,3446,2999,3769,1,3148,3152,2488
Jalon Rock,147859,CB,LIBERTY,Liberty,2,0,0,100,0,0,206,0,0,62.1,62.9,73.8,0,60.9,77.8,0,0,0,0,8,0,0,0,0,100,1,0,0,2,0,15,21,0,0,0,0,0,3,21,0,6,16,0,2,0,1,0,0,8,0,8,2465,2533,230,214,166,19,1497,2411,2796,3161,2659,763,737,1691,33,270,1556,632,711,10,2203,1120,1706,3188,3005,735,1286,2407,1153,719,1855,3142,3595,560,2999,2270,1063,1725,2030,3533,1,1,1,1,3427,2198,1,2512,18,2904
Jack Kelly,147861,LB,BYU,BYU,2,2,0,100,0,1,128,0,0,55.5,74.4,79.7,91.9,67.7,83.3,1,2,0,0,19,11.1,1,0,0,112.5,2,1,0,49,0,32,73,20,0,0,20,0,0,53,13,28,4,5,6,1,2,4,0,22,13,11,2465,855,230,13,166,19,2712,620,835,17,1469,190,189,545,33,270,791,632,178,10,540,1120,1236,1748,1405,735,1286,690,1153,1095,1350,1385,1963,1310,499,986,305,1412,367,3533,1,2485,2199,1,3652,2727,1,3002,3152,3346
Kaufusi Pakofe,147863,DI,BYU,BYU,2,0,0,0,0,0,128,0,0,0,56,72.8,58.5,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,8,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,3454,3003,2093,3356,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,3707,1697,499,823,2407,1153,1095,2937,2258,3379,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Boogsie Silvera,147936,LB,USF,USF,3,0,0,100,0,0,327,0,0,43.8,51,73.6,0,60.4,76,1,0,0,0,17,0,0,0,0,118.8,1,0,0,13,0,6,25,6,0,0,6,0,2,19,0,19,4,0,2,0,1,1,0,17,11,17,73,2533,230,214,166,19,3245,3833,2841,3161,2774,1068,189,1691,33,270,902,632,711,10,1255,1120,2207,3031,1988,735,1286,1163,1153,757,1917,3142,2503,1310,2999,2270,1063,1725,1263,3533,1,1,1,1,3760,2198,1,2838,3059,3869
Garland Benyard,147970,LB,KENNESAW,Kennesaw State,3,4,0,100,0,0,200,0,0,64.2,59.2,0,67.6,54.5,58.5,1,1,0,0,14,20,4,0,1,118.8,1,1,0,112,0,57,136,18,0,0,18,0,0,118,13,66,6,6,12,0,1,3,0,14,13,14,73,244,230,214,166,19,1152,3047,3879,704,3544,2534,189,943,33,270,1105,632,178,10,135,1120,699,557,1455,735,1286,732,1153,1095,595,1385,390,1085,333,266,1063,1725,567,3533,1,3082,3944,3446,3760,2198,1,2737,3152,3661
Chance Gamble,147978,CB,GA SOUTHRN,Georgia Southern,2,1,0,50,0,0,174,0,0,78.6,65.3,78.5,52.9,30.5,33.3,0,0,0,1,7,33.3,4,1,0,17.7,2,0,0,8,79,39,92,1,0,0,1,0,0,91,2,51,4,2,7,0,4,0,0,13,7,6.5,2465,1489,230,214,166,19,138,1992,1321,3022,4165,3408,737,1691,33,34,1619,158,711,10,1542,269,1082,1311,2628,735,1286,1929,1153,1095,872,2452,865,1310,1502,794,1063,964,2030,2416,1,3675,3944,1,2046,2727,1,2701,2802,2709
Adam Watkins,147984,DI,KENNESAW,Kennesaw State,3,2,0,0,0,0,200,0,0,60,64.7,80.6,58.5,66.1,56.5,1,2,0,0,0,14.3,1,0,0,0,0,0,0,0,0,0,103,103,51,51,0,1,0,0,50,53,0,2,4,1,0,3,0,0,0,0,73,855,230,214,166,19,2004,2100,540,2093,1723,2613,189,545,33,270,1950,632,711,10,2676,1120,3027,1080,270,36,259,2407,950,1095,2937,363,785,2115,1502,1468,305,2196,567,1,1,2712,2199,1,1,1,1,37,18,37
Maddix Blackwell,148092,S,C MICHIGAN,Central Michigan,3,3,0,50,0,0,134,0,0,67.7,64.9,76.4,0,57.1,69,0,0,0,0,9,12.5,1,1,0,95.8,2,0,0,39,1,37,64,0,0,0,0,0,15,64,0,27,9,0,4,0,4,0,1,12,4,6,73,464,230,214,166,19,742,2055,2066,3161,3326,2071,737,1691,33,270,1471,158,711,10,666,861,1133,1975,3005,735,1286,2407,1153,454,1202,3142,2035,884,2999,1468,1063,964,2030,2416,1,2582,2199,1,3315,2727,3776,2662,2594,2612
Lemondre Joe,148119,CB,COLO STATE,Colorado State,2,3,0,40,0,0,144,0,0,53.9,60.6,80.2,83.8,67.7,72.8,1,0,0,0,14,9.1,1,1,1,53.8,4,2,0,11,94,58,126,5,0,0,5,0,2,121,5,63,14,4,7,0,10,3,0,44,10,11,2465,464,230,214,166,19,2834,2813,666,77,1469,1684,189,1691,33,270,1105,158,44,10,1346,213,689,710,2080,735,1286,1257,1153,757,563,1964,460,641,713,794,1063,251,567,2341,1,2372,2199,3446,2433,3382,1,3473,2989,3346
Udoka Ezeani,148120,ED,UTEP,UTEP,3,3,0,85.7,1,0,330,0,0,48.2,48.4,24,69.7,40.8,76.2,1,5,0,0,33,5.9,1,1,1,109.5,6,2,0,31,0,30,139,96,0,0,96,0,0,43,48,61,12,9,13,4,7,8,0,72,28,12,73,464,230,214,166,19,3134,3964,3768,536,4104,1011,189,101,33,270,317,158,44,10,787,1120,1283,517,334,735,1286,111,1153,1095,1475,403,517,728,106,199,4,503,79,3460,4086,2229,2199,3446,3603,3769,1,3856,3662,3465
Caleb Dietlin,148122,ED,MO STATE,Missouri State,3,1,0,0,0,0,230,0,0,60.3,58.4,9.9,60,61.3,78.6,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,5,78,77,0,0,77,0,0,1,37,36,0,4,3,1,0,4,0,0,0,0,73,1489,230,214,166,19,1942,3172,3827,1535,2580,651,189,545,33,270,1950,632,178,10,2676,1120,2300,1631,546,735,1286,193,1153,1095,2718,624,1520,2115,713,1803,305,2196,367,1,1,1,1,3446,1,1,1,37,18,37
Sterling Smithson,148124,DI,MO STATE,Missouri State,3,1,0,0,0,0,230,0,0,0,55.1,21.6,53.8,60.2,76.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,112,9,103,0,0,0,0,60,52,0,3,5,1,0,1,0,0,0,0,73,1489,230,214,166,19,3356,3546,3776,2959,2819,911,737,943,33,270,1950,632,711,10,2676,1120,3027,928,212,309,40,2407,1153,1095,2937,199,826,2115,1028,1201,305,2196,1263,1,1,1,1,3446,1,1,1,37,18,37
Enock Sibomana,148168,LB,WYOMING,Wyoming,3,2,0,100,0,0,351,0,0,73.9,89.1,76.2,61.3,88.9,86.2,0,1,0,0,2,0,0,0,0,79.2,1,0,0,44,3,11,50,1,0,0,1,0,0,49,6,33,2,8,11,0,1,1,0,2,6,2,73,855,230,214,166,19,329,50,2132,1390,35,57,737,943,33,270,1907,632,711,10,601,736,1855,2332,2628,735,1286,1929,1153,1095,1401,1854,1683,1593,151,326,1063,1725,1263,3533,1,1,1,1,2831,2198,1,2269,2729,2291
Kody Huisman,148174,DI,VA TECH,Virginia Tech,3,4,0,0,0,0,337,0,0,60,78,78.7,68.8,76.8,79.4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,9,49,5,27,0,0,35,55,0,3,6,0,0,3,0,0,0,0,73,244,230,214,166,19,2004,345,1232,611,416,549,189,545,33,270,1950,632,711,10,2676,1120,3027,1359,407,309,284,1257,106,1095,2937,664,711,2115,1028,986,1063,2196,567,1,1,1,1,1,1,1,1,37,18,37
Carter Hewitt,148189,DI,ILLINOIS,Illinois,2,0,0,0,0,0,187,0,0,0,63.6,72.1,62.3,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,4,0,5,0,0,9,4,0,0,0,0,0,1,0,0,0,0,2465,2533,230,214,166,19,3356,2283,3153,1282,2641,3761,737,943,33,270,1950,632,711,10,2676,1120,3027,3599,1617,471,1008,2407,587,1095,2937,1624,3832,2115,2999,3465,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Shahid Barros,148211,CB,IOWA,Iowa,1,0,0,0,0,0,192,0,0,62.9,63.6,68.9,0,60,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,1,6,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,0,0,0,0,3554,2533,230,214,166,19,1352,2283,3622,3161,2865,3761,737,1691,33,270,1950,632,711,10,2385,675,2398,3952,3005,735,1286,2407,1153,1095,2369,3142,3960,2115,2999,3465,1063,1725,2030,1,1,1,1,1,2101,1,1,37,18,37
Earl Miller Jr.,148219,DI,FAU,Florida Atlantic,2,1,0,0,0,0,165,0,0,61.7,74.6,71.2,58,68.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,9,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2465,1489,230,214,166,19,1587,596,3320,2213,1369,1923,737,1691,33,270,1950,632,711,10,2676,1120,3027,3760,1738,630,793,2407,1153,1095,2937,1854,3832,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Matthew Durrance,148240,S,WASH STATE,Washington State,3,4,0,33.3,0,1,341,0,0,58,64.9,80.1,0,75.7,63.4,0,0,0,0,6,14.3,3,0,0,81.9,1,0,0,64,4,76,149,0,0,0,0,0,76,149,0,73,5,3,14,1,3,0,1,6,0,6,73,244,230,13,166,19,2530,2055,694,3161,510,2310,737,1691,33,270,1686,632,711,10,374,722,391,405,3005,735,1286,2407,1153,89,306,3142,253,1193,1028,154,305,1175,2030,2260,1,2712,3702,1,2983,2198,3776,2407,18,2612
Tucker Large,148243,S,WASH STATE,Washington State,3,3,0,50,0,0,341,0,0,75,74.4,80.4,0,68.3,80.3,0,0,0,0,24,5.9,1,1,1,73.4,4,0,0,21,2,64,123,0,0,0,0,0,81,123,0,59,19,6,13,1,8,0,0,57,16,14.3,73,464,230,214,166,19,266,620,603,3161,1388,435,737,1691,33,270,557,158,711,10,984,781,580,751,3005,735,1286,2407,1153,72,541,3142,568,475,333,199,305,395,2030,2416,1,2229,2199,3446,2744,3382,1,3681,3291,3704
Caleb Curtain,148341,S,CHARLOTTE,Charlotte,3,4,0,80,0,0,136,0,0,45.3,47.7,80.1,60,55.2,54.1,0,0,0,0,59,21.4,3,0,0,118.8,4,0,0,48,0,75,122,2,0,0,2,0,45,120,1,46,27,2,7,0,5,0,0,99,25,24.8,73,244,230,214,166,19,3210,3983,694,1535,3492,2711,737,1691,33,270,64,632,711,10,550,1120,402,770,2437,735,1286,1678,1153,245,570,2728,1042,308,1502,794,1063,805,2030,3320,1,3249,3702,1,3760,3382,1,4018,3593,4087
Brandon Fique,148353,LB,JAMES MAD,James Madison,1,1,0,0,0,0,197,0,0,60,68.4,69.1,59.8,68.2,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,0,0,0,0,0,8,1,6,0,1,1,0,0,0,0,0,0,0,3554,1489,230,214,166,19,2004,1401,3600,1719,1399,959,737,1691,33,270,1950,632,711,10,1542,1120,2777,3888,3005,735,1286,2407,1153,1095,2329,2728,3595,2115,2108,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Kye Holmes,148357,S,JAMES MAD,James Madison,1,0,0,0,0,0,197,0,0,73.4,77.8,68.2,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,0,0,2,6,0,4,1,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,349,356,3682,3161,2865,3761,737,1691,33,34,1950,632,711,10,2055,1120,2642,4026,3005,735,1286,2407,1153,757,2428,3142,3832,1813,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Shymell Davis,148384,DI,UMASS,Massachusetts,3,2,0,0,0,0,216,0,0,60,64,81.8,58.8,65.2,74.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,39,61,0,0,0,0,58,42,0,1,3,0,0,1,0,0,0,0,73,855,230,214,166,19,2004,2221,257,2031,1871,1402,737,943,33,270,1950,632,711,10,2676,1120,3027,1136,293,55,190,2407,1153,1095,2937,223,1236,2115,2108,1803,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Xavier Holmes,148387,ED,JAMES MAD,James Madison,2,0,1,100,0,0,197,1,0,49.7,67.8,80.7,70.9,67.5,76.6,0,2,0,0,8,0,0,0,0,100,1,0,0,6,0,5,47,40,0,2,38,0,0,7,19,23,1,2,3,0,1,2,0,8,-1,8,2465,2533,21,214,10,19,3064,1492,515,455,1505,928,737,545,33,270,1556,632,711,10,1704,1120,2300,2417,1066,735,1109,465,1153,1095,2369,1136,2259,1813,1502,1803,1063,1725,855,3533,1,1,1,1,3427,2198,1,2512,6,2904
Carsen Stocklinski,148415,DI,HAWAII,Hawaii,4,1,0,0,0,0,180,0,0,0,52.8,14.2,56.2,56,74.2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,88,37,50,0,1,0,0,45,43,0,2,3,0,0,2,0,0,0,0,1,1489,230,214,166,19,3356,3730,3812,2622,3423,1360,737,545,33,270,1950,632,711,10,2676,1120,3027,1399,429,65,273,2407,950,1095,2937,451,1182,2115,1502,1803,1063,2196,855,1,1,1,1,3446,1,1,1,37,18,37
